sync-alerts.sync-conflict-20260805-045432-RMG3SUE.log	31922	2026-08-05T04:54:17	bc6f83829fa54ec6
sync-alerts.sync-conflict-20260806-162224-QNQZIGJ.log	52460	2026-08-06T16:22:12	3914df224a914d6d
sync-alerts.sync-conflict-20260805-104823-QNQZIGJ.log	35353	2026-08-05T10:48:12	6b33a556d6052c0d
sync-alerts.log	60531	2026-08-12T07:03:51	dabe6f977bdf68e2
sync-alerts.sync-conflict-20260803-235315-QGS35FJ.log	19880	2026-08-03T23:52:19	9eb9265780e96b4e
sync-alerts.sync-conflict-20260805-104824-QNQZIGJ.log	35353	2026-08-05T10:48:12	6b33a556d6052c0d
sync-alerts.sync-conflict-20260803-235316-QGS35FJ.log	19880	2026-08-03T23:52:19	9eb9265780e96b4e
CLAUDE.md	4730	2026-08-05T06:22:50	4c527c70abc418b9
sync-alerts.sync-conflict-20260805-104822-QNQZIGJ.log	35353	2026-08-05T10:48:12	6b33a556d6052c0d
sync-alerts.sync-conflict-20260805-045431-RMG3SUE.log	31922	2026-08-05T04:54:17	bc6f83829fa54ec6
sync-alerts.sync-conflict-20260806-162223-QNQZIGJ.log	52460	2026-08-06T16:22:12	3914df224a914d6d
sync-alerts.sync-conflict-20260803-235225-5YNIXSO.log	20114	2026-08-03T23:48:11	4f702e9ad15f2309
settings.json	14440	2026-08-06T00:25:31	a28c262417cbe249
commands/pulse.md	9844	2026-07-03T23:14:40	92ccc51dd8b0fb3d
claude/settings.local.json	4637	2026-07-03T07:29:30	52a5cb15b1c62f89
codex/config.toml	1008	2026-08-11T20:15:28	ab1c32866e64f9d8
agents/.skill-lock.json	72695	2026-05-22T11:17:45	b26f5cdfb6efc74c
agents/AGENTS.md	4900	2026-08-05T06:23:04	1e64fd0816266aa9
codex/rules/default.rules	1544	2026-05-25T15:41:14	0a3426526025013a
agents/skills/my_first_skill	0	2026-05-12T11:39:57	e3b0c44298fc1c14
codex/skills/.system/.codex-system-skills.marker	17	2026-08-11T16:11:59	bc2f559db2500f4a
agents/skills/zarr-python/SKILL.md	20047	2026-05-10T09:45:32	80f340baf08145e3
agents/skills/xlsx/LICENSE.txt	1467	2026-05-21T17:35:42	79f6d8f5b427252f
agents/skills/xlsx/SKILL.md	11463	2026-05-21T17:35:42	dd316db7785a6be1
agents/skills/markitdown/SKILL.md	12632	2026-05-10T09:45:30	d3e7b8babf6e3bb6
agents/skills/docx/LICENSE.txt	1467	2026-05-21T17:35:42	79f6d8f5b427252f
agents/skills/docx/SKILL.md	20084	2026-05-21T17:35:42	cfbabd72b1aec7df
agents/skills/scientific-slides/SKILL.md	47299	2026-05-10T09:45:31	2fbd757ad9acb531
agents/skills/paperzilla/SKILL.md	3730	2026-05-10T09:45:30	b519a12645b9b2f2
agents/skills/venue-templates/SKILL.md	23255	2026-05-10T09:45:32	60f30a49c0eca9f9
agents/skills/pytorch-lightning/SKILL.md	6675	2026-05-10T09:45:31	ecedd2d7ce6e2b29
agents/skills/paper-lookup/SKILL.md	9635	2026-05-10T09:45:30	cebc391c9aac4c6c
agents/skills/simpy/SKILL.md	12165	2026-05-10T09:45:31	149c85e6c02d4594
agents/skills/deconstructing-issues/SKILL.md	6570	2026-07-10T08:23:22	4cea505a2863faa4
agents/skills/scientific-brainstorming/SKILL.md	8179	2026-05-10T09:45:31	ec80122098c8fcac
agents/skills/learn/SKILL.md	8471	2026-05-22T06:16:24	8b7403c192b849f2
agents/skills/timesfm-forecasting/SKILL.md	30155	2026-05-10T09:45:32	179145a6824b5e76
agents/skills/pdf/reference.md	16692	2026-05-10T09:45:30	03a5f964f8abecbb
agents/skills/pdf/LICENSE.txt	1467	2026-05-10T09:45:30	79f6d8f5b427252f
agents/skills/pdf/forms.md	11854	2026-05-10T09:45:30	9530b3f57034792e
agents/skills/pdf/SKILL.md	8072	2026-05-10T09:45:30	e898e63025654789
agents/skills/stable-baselines3/SKILL.md	9507	2026-05-10T09:45:31	393eb35725adf8fc
agents/skills/autoskill/config.yaml	2030	2026-05-10T09:45:28	d6465c8286d05ed1
agents/skills/autoskill/.gitignore	34	2026-05-10T09:45:28	6f4ff2992c4e2558
agents/skills/autoskill/SKILL.md	11480	2026-05-10T09:45:28	d3cf122f11e4fb0c
agents/skills/rebuttal-writer/SKILL.md	5618	2026-05-12T11:39:57	721df556b21559bd
agents/skills/open-notebook/SKILL.md	9627	2026-05-10T09:45:30	8fd6bbd71645a2e4
agents/skills/bgpt-paper-search/SKILL.md	2479	2026-05-10T09:45:28	033461b042b0b31d
agents/skills/latex-syntax-checker/SKILL.md	4316	2026-05-21T17:35:42	647905dab18573d1
agents/skills/pymoo/SKILL.md	16753	2026-05-10T09:45:31	a6aa4ebd285ed0a8
agents/skills/result-analyzer/SKILL.md	6316	2026-05-12T11:39:57	4f1699a2a60f7824
agents/skills/statsmodels/SKILL.md	19692	2026-05-10T09:45:32	ffbb636397cfe1cb
agents/skills/data-pipeline/SKILL.md	5048	2026-05-12T11:39:57	68d780aeed8c4b70
agents/skills/polars/SKILL.md	9431	2026-05-10T09:45:30	9728c0c2c9bd0a22
agents/skills/torch-geometric/SKILL.md	17059	2026-05-10T09:45:32	375c1aa1e52d5cdd
agents/skills/pptx/pptxgenjs.md	12819	2026-05-21T17:35:42	9539534d92b71708
agents/skills/pptx/LICENSE.txt	1467	2026-05-21T17:35:42	79f6d8f5b427252f
agents/skills/pptx/editing.md	6885	2026-05-21T17:35:42	6cb47c3ab17e60b7
agents/skills/pptx/SKILL.md	9182	2026-05-21T17:35:42	e5b0df918cbe9d62
agents/skills/latex-writer/SKILL.md	5858	2026-05-12T11:39:57	fd5791a8e5f15f4b
agents/skills/latex-consistency-checker/SKILL.md	3614	2026-05-21T17:35:42	962ed5c29a8145b9
agents/skills/experiment-manager/SKILL.md	4141	2026-05-12T11:39:57	69a8219012b4ff7f
agents/skills/vaex/SKILL.md	6596	2026-05-10T09:45:32	efa51f17c3af21ee
agents/skills/write/SKILL.md	9506	2026-05-22T06:16:24	7d230c461abf8e25
agents/skills/check/SKILL.md	23838	2026-05-22T06:16:24	914d92f3e0f648ec
agents/skills/peer-review/SKILL.md	23120	2026-05-10T09:45:30	76b273f9fa26b313
agents/skills/skill-creator/LICENSE.txt	11345	2026-05-21T17:35:42	bc6b3af2f331cbc7
agents/skills/skill-creator/SKILL.md	33168	2026-05-21T17:35:42	dcd4803e61e913e6
agents/skills/pymc/SKILL.md	15780	2026-05-10T09:45:31	7c64990bb197af17
agents/skills/statistical-analysis/SKILL.md	19766	2026-05-10T09:45:32	225a05f10712ca7c
agents/skills/geomaster/README.md	3323	2026-05-10T09:45:29	cbf35a6cd4491ace
agents/skills/geomaster/SKILL.md	12110	2026-05-10T09:45:29	ecd9bca401fc6094
