Frame,Phase
05_1_0050,design
05_1_0051,design
05_1_0052,design
05_1_0053,design
05_1_0054,design
05_1_0055,design
05_1_0056,design
05_1_0057,design
05_1_0058,design
05_1_0059,design
05_1_0060,design
05_1_0061,design
05_1_0062,design
05_1_0063,design
05_1_0064,design
05_1_0065,design
05_1_0066,design
05_1_0067,design
05_1_0068,design
05_1_0069,design
05_1_0085,anesthesia
05_1_0086,anesthesia
05_1_0087,anesthesia
05_1_0088,anesthesia
05_1_0089,anesthesia
05_1_0090,anesthesia
05_1_0091,anesthesia
05_1_0092,anesthesia
05_1_0093,anesthesia
05_1_0094,anesthesia
05_1_0095,anesthesia
05_1_0096,anesthesia
05_1_0097,anesthesia
05_1_0098,anesthesia
05_1_0099,anesthesia
05_1_0100,anesthesia
05_1_0101,anesthesia
05_1_0102,anesthesia
05_1_0103,anesthesia
05_1_0104,anesthesia
05_1_0105,anesthesia
05_1_0106,anesthesia
05_1_0107,anesthesia
05_1_0108,anesthesia
05_1_0145,incision
05_1_0146,incision
05_1_0147,incision
05_1_0148,incision
05_1_0149,incision
05_1_0150,incision
05_1_0151,incision
05_1_0152,incision
05_1_0153,incision
05_1_0154,dissection
05_1_0155,dissection
05_1_0156,dissection
05_1_0157,dissection
05_1_0158,dissection
05_1_0159,dissection
05_1_0160,dissection
05_1_0161,dissection
05_1_0162,dissection
05_1_0163,dissection
05_1_0164,dissection
05_1_0165,dissection
05_1_0166,dissection
05_1_0167,dissection
05_1_0168,dissection
05_1_0169,dissection
05_1_0170,dissection
05_1_0171,dissection
05_1_0172,dissection
05_1_0173,dissection
05_1_0174,dissection
05_1_0175,dissection
05_1_0176,dissection
05_1_0177,dissection
05_1_0178,dissection
05_1_0179,dissection
05_1_0180,dissection
05_1_0181,dissection
05_1_0182,dissection
05_1_0183,dissection
05_1_0184,dissection
05_1_0185,dissection
05_1_0186,dissection
05_1_0187,dissection
05_1_0188,dissection
05_1_0189,dissection
05_1_0190,dissection
05_1_0191,dissection
05_1_0192,dissection
05_1_0193,dissection
05_1_0194,dissection
05_1_0195,dissection
05_1_0200,incision
05_1_0201,incision
05_1_0202,incision
05_1_0203,incision
05_1_0204,incision
05_1_0205,incision
05_1_0206,incision
05_1_0207,incision
05_1_0208,incision
05_1_0209,incision
05_1_0210,incision
05_1_0211,incision
05_1_0212,incision
05_1_0213,dissection
05_1_0214,dissection
05_1_0215,dissection
05_1_0216,dissection
05_1_0217,dissection
05_1_0218,dissection
05_1_0219,dissection
05_1_0220,dissection
05_1_0221,dissection
05_1_0222,dissection
05_1_0223,dissection
05_1_0224,dissection
05_1_0225,dissection
05_1_0226,dissection
05_1_0227,dissection
05_1_0228,dissection
05_1_0229,dissection
05_1_0230,dissection
05_1_0231,dissection
05_1_0232,dissection
05_1_0233,dissection
05_1_0238,incision
05_1_0239,incision
05_1_0240,incision
05_1_0241,incision
05_1_0242,incision
05_1_0243,incision
05_1_0244,incision
05_1_0245,incision
05_1_0246,incision
05_1_0247,incision
05_1_0248,incision
05_1_0249,incision
05_1_0250,incision
05_1_0251,incision
05_1_0252,incision
05_1_0253,incision
05_1_0254,incision
05_1_0255,dissection
05_1_0256,dissection
05_1_0257,dissection
05_1_0258,dissection
05_1_0259,dissection
05_1_0260,dissection
05_1_0261,dissection
05_1_0262,dissection
05_1_0263,dissection
05_1_0264,dissection
05_1_0265,dissection
05_1_0266,dissection
05_1_0267,dissection
05_1_0268,hemostasis
05_1_0269,hemostasis
05_1_0270,hemostasis
05_1_0271,hemostasis
05_1_0273,dissection
05_1_0274,dissection
05_1_0275,dissection
05_1_0276,dissection
05_1_0277,dissection
05_1_0278,dissection
05_1_0279,dissection
05_1_0280,dissection
