Frame,Phase
08_2_0204,closure
08_2_0205,closure
08_2_0206,closure
08_2_0207,closure
08_2_0208,closure
08_2_0209,closure
08_2_0210,closure
08_2_0211,closure
08_2_0212,closure
08_2_0213,closure
08_2_0214,closure
08_2_0215,closure
08_2_0216,closure
08_2_0217,closure
08_2_0218,closure
08_2_0219,closure
08_2_0220,closure
08_2_0221,closure
08_2_0222,closure
08_2_0224,closure
08_2_0225,closure
08_2_0226,closure
08_2_0227,closure
08_2_0228,closure
08_2_0229,closure
08_2_0230,closure
08_2_0231,closure
08_2_0232,closure
08_2_0237,closure
08_2_0238,closure
08_2_0239,closure
08_2_0241,closure
08_2_0242,closure
08_2_0243,closure
08_2_0244,closure
08_2_0245,closure
08_2_0246,closure
08_2_0247,closure
08_2_0248,closure
08_2_0249,closure
08_2_0250,closure
08_2_0251,closure
08_2_0252,closure
08_2_0253,closure
08_2_0254,closure
08_2_0255,closure
08_2_0256,closure
08_2_0257,closure
08_2_0258,closure
08_2_0259,closure
08_2_0265,closure
08_2_0266,closure
08_2_0267,closure
08_2_0268,closure
08_2_0269,closure
08_2_0270,closure
08_2_0271,closure
08_2_0272,closure
08_2_0273,closure
08_2_0274,closure
08_2_0275,closure
08_2_0276,closure
08_2_0277,closure
08_2_0278,closure
08_2_0280,closure
08_2_0281,closure
08_2_0282,closure
08_2_0283,closure
08_2_0284,closure
08_2_0291,closure
08_2_0296,closure
08_2_0297,closure
08_2_0298,closure
08_2_0299,closure
08_2_0300,closure
08_2_0301,closure
08_2_0302,closure
08_2_0303,closure
08_2_0304,closure
08_2_0305,closure
08_2_0306,closure
08_2_0307,closure
08_2_0308,closure
08_2_0309,closure
08_2_0313,closure
08_2_0314,closure
08_2_0315,closure
08_2_0316,closure
08_2_0317,closure
08_2_0318,closure
08_2_0319,closure
08_2_0320,closure
08_2_0321,closure
08_2_0322,closure
08_2_0323,closure
08_2_0327,closure
08_2_0328,closure
08_2_0329,closure
08_2_0330,closure
08_2_0331,closure
08_2_0332,closure
08_2_0333,closure
08_2_0334,closure
08_2_0335,closure
08_2_0336,closure
08_2_0337,closure
08_2_0338,closure
08_2_0339,closure
08_2_0340,closure
08_2_0341,closure
08_2_0342,closure
08_2_0343,closure
08_2_0344,closure
08_2_0345,closure
08_2_0346,closure
08_2_0347,closure
08_2_0348,closure
08_2_0349,closure
08_2_0350,closure
08_2_0351,closure
08_2_0352,closure
08_2_0353,closure
08_2_0354,closure
08_2_0355,closure
08_2_0356,closure
08_2_0357,closure
08_2_0358,closure
08_2_0359,closure
08_2_0360,closure
08_2_0361,closure
08_2_0362,closure
08_2_0363,closure
08_2_0365,closure
08_2_0366,closure
08_2_0367,closure
08_2_0368,closure
08_2_0369,closure
08_2_0370,closure
08_2_0371,closure
08_2_0372,closure
08_2_0373,closure
08_2_0374,closure
08_2_0375,closure
08_2_0376,closure
08_2_0377,closure
08_2_0378,closure
08_2_0379,closure
08_2_0380,closure
08_2_0381,closure
08_2_0385,closure
08_2_0386,closure
08_2_0387,closure
08_2_0388,closure
08_2_0389,closure
08_2_0390,closure
08_2_0391,closure
08_2_0392,closure
08_2_0393,closure
08_2_0394,closure
08_2_0395,closure
08_2_0396,closure
08_2_0397,closure
08_2_0398,closure
08_2_0399,closure
08_2_0400,closure
08_2_0401,closure
08_2_0402,closure
08_2_0408,closure
08_2_0409,closure
08_2_0410,closure
08_2_0411,closure
08_2_0412,closure
08_2_0413,closure
08_2_0415,closure
08_2_0416,closure
08_2_0417,closure
08_2_0418,closure
08_2_0421,closure
08_2_0422,closure
08_2_0423,closure
08_2_0424,closure
08_2_0425,closure
08_2_0426,closure
08_2_0427,closure
08_2_0428,closure
08_2_0429,closure
08_2_0430,closure
08_2_0433,closure
08_2_0434,closure
08_2_0435,closure
08_2_0436,closure
08_2_0437,closure
08_2_0438,closure
08_2_0439,closure
08_2_0440,closure
08_2_0441,closure
08_2_0442,closure
08_2_0443,closure
08_2_0444,closure
08_2_0445,closure
08_2_0446,closure
08_2_0447,closure
08_2_0448,closure
08_2_0449,closure
08_2_0450,closure
08_2_0451,closure
08_2_0452,closure
08_2_0453,closure
08_2_0454,closure
08_2_0455,closure
08_2_0456,closure
08_2_0457,closure
08_2_0458,closure
08_2_0459,closure
08_2_0463,closure
08_2_0464,closure
08_2_0467,closure
08_2_0468,closure
08_2_0469,closure
08_2_0470,closure
08_2_0471,closure
08_2_0472,closure
