Frame,Phase
07_1_0014,disinfection
07_1_0015,disinfection
07_1_0016,disinfection
07_1_0017,disinfection
07_1_0018,disinfection
07_1_0019,disinfection
07_1_0020,disinfection
07_1_0021,disinfection
07_1_0022,disinfection
07_1_0023,disinfection
07_1_0024,disinfection
07_1_0025,disinfection
07_1_0026,disinfection
07_1_0027,disinfection
07_1_0028,disinfection
07_1_0029,disinfection
07_1_0030,disinfection
07_1_0031,disinfection
07_1_0032,disinfection
07_1_0132,anesthesia
07_1_0133,anesthesia
07_1_0134,anesthesia
07_1_0135,anesthesia
07_1_0136,anesthesia
07_1_0137,anesthesia
07_1_0138,anesthesia
07_1_0139,anesthesia
07_1_0140,anesthesia
07_1_0141,anesthesia
07_1_0142,anesthesia
07_1_0143,anesthesia
07_1_0144,anesthesia
07_1_0145,anesthesia
07_1_0146,anesthesia
07_1_0147,anesthesia
07_1_0148,anesthesia
07_1_0149,anesthesia
07_1_0150,anesthesia
07_1_0151,anesthesia
07_1_0152,anesthesia
07_1_0153,anesthesia
07_1_0154,anesthesia
07_1_0155,anesthesia
07_1_0156,anesthesia
07_1_0157,anesthesia
07_1_0158,anesthesia
07_1_0159,anesthesia
07_1_0160,anesthesia
07_1_0161,anesthesia
07_1_0162,anesthesia
07_1_0163,anesthesia
07_1_0164,anesthesia
07_1_0165,anesthesia
07_1_0166,anesthesia
07_1_0167,anesthesia
07_1_0168,anesthesia
07_1_0169,anesthesia
07_1_0170,anesthesia
07_1_0171,anesthesia
07_1_0172,anesthesia
07_1_0173,anesthesia
07_1_0174,anesthesia
07_1_0175,anesthesia
07_1_0176,anesthesia
07_1_0177,anesthesia
07_1_0178,anesthesia
07_1_0258,incision
07_1_0259,incision
07_1_0260,incision
07_1_0261,incision
07_1_0262,incision
07_1_0263,incision
07_1_0264,incision
07_1_0265,incision
07_1_0266,incision
07_1_0267,incision
07_1_0268,incision
07_1_0269,incision
07_1_0270,incision
07_1_0271,incision
07_1_0272,incision
07_1_0273,incision
07_1_0274,incision
07_1_0275,incision
07_1_0276,incision
07_1_0277,incision
07_1_0278,incision
07_1_0279,incision
07_1_0280,incision
07_1_0281,incision
07_1_0282,incision
07_1_0283,incision
07_1_0284,incision
07_1_0285,incision
07_1_0286,incision
07_1_0287,incision
07_1_0288,incision
07_1_0289,incision
07_1_0290,incision
07_1_0291,incision
07_1_0292,incision
07_1_0293,incision
07_1_0294,incision
07_1_0295,incision
07_1_0296,incision
07_1_0297,incision
07_1_0298,incision
07_1_0299,incision
07_1_0307,dissection
07_1_0308,dissection
07_1_0309,dissection
07_1_0310,dissection
07_1_0311,dissection
07_1_0312,dissection
07_1_0313,dissection
07_1_0314,dissection
07_1_0315,dissection
07_1_0316,dissection
07_1_0317,dissection
07_1_0318,dissection
07_1_0319,dissection
07_1_0320,dissection
07_1_0321,dissection
07_1_0322,dissection
07_1_0323,dissection
07_1_0324,dissection
07_1_0325,dissection
07_1_0326,dissection
07_1_0327,dissection
07_1_0328,dissection
07_1_0329,dissection
07_1_0330,dissection
07_1_0331,dissection
07_1_0332,dissection
07_1_0333,dissection
07_1_0334,dissection
07_1_0335,dissection
07_1_0336,dissection
07_1_0337,dissection
07_1_0338,dissection
07_1_0339,dissection
07_1_0340,dissection
07_1_0341,dissection
07_1_0342,dissection
07_1_0343,dissection
07_1_0344,dissection
07_1_0345,dissection
07_1_0346,dissection
07_1_0347,dissection
07_1_0348,dissection
07_1_0349,dissection
07_1_0350,dissection
07_1_0352,dissection
07_1_0353,dissection
07_1_0354,dissection
07_1_0355,dissection
07_1_0356,dissection
07_1_0357,dissection
07_1_0358,dissection
07_1_0359,dissection
07_1_0360,dissection
07_1_0361,dissection
07_1_0362,dissection
07_1_0364,dissection
07_1_0365,dissection
07_1_0366,dissection
07_1_0367,dissection
07_1_0368,dissection
07_1_0369,dissection
07_1_0370,dissection
07_1_0371,dissection
07_1_0372,dissection
07_1_0373,dissection
07_1_0374,dissection
07_1_0375,dissection
07_1_0376,dissection
07_1_0377,dissection
07_1_0378,dissection
07_1_0379,dissection
07_1_0380,dissection
07_1_0381,dissection
07_1_0382,dissection
07_1_0383,dissection
07_1_0384,dissection
07_1_0385,dissection
07_1_0386,dissection
07_1_0387,dissection
07_1_0388,dissection
07_1_0389,dissection
07_1_0390,dissection
07_1_0391,dissection
07_1_0392,dissection
07_1_0393,dissection
07_1_0394,dissection
07_1_0395,dissection
07_1_0396,dissection
07_1_0397,dissection
07_1_0398,dissection
07_1_0399,dissection
07_1_0400,dissection
07_1_0401,dissection
07_1_0402,dissection
07_1_0403,dissection
07_1_0404,dissection
07_1_0405,dissection
07_1_0406,dissection
07_1_0407,dissection
07_1_0408,dissection
07_1_0409,dissection
07_1_0410,dissection
07_1_0411,dissection
07_1_0412,dissection
07_1_0413,dissection
07_1_0414,dissection
07_1_0415,dissection
07_1_0416,dissection
07_1_0417,dissection
07_1_0418,dissection
07_1_0419,dissection
07_1_0420,dissection
07_1_0421,dissection
07_1_0423,hemostasis
07_1_0424,hemostasis
07_1_0425,hemostasis
07_1_0426,hemostasis
07_1_0427,hemostasis
07_1_0428,hemostasis
07_1_0429,hemostasis
07_1_0430,hemostasis
07_1_0431,hemostasis
07_1_0432,hemostasis
07_1_0433,hemostasis
07_1_0434,hemostasis
07_1_0435,hemostasis
07_1_0436,hemostasis
07_1_0437,hemostasis
07_1_0438,hemostasis
07_1_0439,hemostasis
07_1_0440,hemostasis
07_1_0441,hemostasis
07_1_0442,hemostasis
07_1_0443,hemostasis
07_1_0446,dissection
07_1_0447,dissection
07_1_0448,dissection
07_1_0449,dissection
07_1_0450,dissection
07_1_0451,dissection
07_1_0459,dissection
07_1_0460,dissection
07_1_0461,dissection
07_1_0462,dissection
07_1_0463,dissection
07_1_0464,dissection
07_1_0465,dissection
07_1_0466,dissection
07_1_0467,dissection
07_1_0468,dissection
07_1_0469,dissection
07_1_0472,dissection
07_1_0473,dissection
07_1_0474,dissection
07_1_0475,dissection
07_1_0476,dissection
07_1_0477,dissection
07_1_0478,dissection
07_1_0479,dissection
07_1_0480,dissection
07_1_0481,dissection
07_1_0482,dissection
07_1_0483,dissection
07_1_0484,dissection
07_1_0485,dissection
07_1_0486,dissection
07_1_0487,dissection
07_1_0488,dissection
07_1_0489,dissection
07_1_0490,dissection
07_1_0491,dissection
07_1_0492,dissection
07_1_0493,dissection
07_1_0494,dissection
07_1_0495,dissection
07_1_0496,dissection
07_1_0499,hemostasis
07_1_0500,hemostasis
07_1_0501,hemostasis
07_1_0503,dissection
07_1_0504,dissection
07_1_0505,dissection
07_1_0506,dissection
07_1_0507,dissection
07_1_0508,dissection
07_1_0509,dissection
07_1_0510,dissection
07_1_0511,dissection
07_1_0512,hemostasis
07_1_0513,hemostasis
07_1_0514,hemostasis
07_1_0515,dissection
07_1_0516,dissection
07_1_0517,dissection
07_1_0518,dissection
07_1_0519,dissection
07_1_0520,dissection
07_1_0521,dissection
07_1_0522,dissection
07_1_0523,dissection
07_1_0524,dissection
07_1_0525,dissection
07_1_0526,dissection
07_1_0527,dissection
07_1_0528,dissection
07_1_0529,dissection
07_1_0530,dissection
07_1_0531,dissection
07_1_0532,dissection
07_1_0533,dissection
07_1_0534,dissection
07_1_0535,dissection
07_1_0536,dissection
07_1_0537,dissection
07_1_0541,dissection
07_1_0542,dissection
07_1_0543,dissection
07_1_0544,dissection
07_1_0545,dissection
07_1_0546,dissection
07_1_0547,dissection
07_1_0548,dissection
07_1_0549,dissection
07_1_0550,dissection
07_1_0551,dissection
07_1_0552,dissection
07_1_0553,dissection
07_1_0554,dissection
07_1_0556,hemostasis
07_1_0557,hemostasis
07_1_0558,hemostasis
07_1_0559,hemostasis
07_1_0560,hemostasis
07_1_0561,hemostasis
07_1_0562,hemostasis
07_1_0567,dissection
07_1_0569,hemostasis
07_1_0570,hemostasis
07_1_0571,hemostasis
07_1_0572,hemostasis
07_1_0573,hemostasis
07_1_0574,hemostasis
07_1_0576,dissection
07_1_0577,dissection
07_1_0578,dissection
07_1_0579,dissection
07_1_0580,dissection
07_1_0581,dissection
07_1_0582,dissection
07_1_0583,dissection
07_1_0584,dissection
07_1_0585,dissection
07_1_0586,dissection
07_1_0587,dissection
07_1_0588,dissection
07_1_0616,dissection
07_1_0617,dissection
07_1_0618,dissection
07_1_0619,dissection
07_1_0620,dissection
07_1_0621,dissection
07_1_0622,dissection
07_1_0623,dissection
07_1_0624,dissection
07_1_0625,dissection
07_1_0626,dissection
07_1_0627,dissection
07_1_0628,dissection
07_1_0629,dissection
07_1_0630,dissection
07_1_0631,dissection
07_1_0632,dissection
07_1_0633,dissection
07_1_0634,dissection
07_1_0635,dissection
07_1_0678,dissection
07_1_0679,dissection
07_1_0680,dissection
07_1_0683,hemostasis
07_1_0684,hemostasis
07_1_0685,hemostasis
07_1_0686,hemostasis
07_1_0687,hemostasis
07_1_0688,hemostasis
07_1_0689,hemostasis
07_1_0690,hemostasis
07_1_0691,dissection
07_1_0692,dissection
07_1_0693,dissection
07_1_0694,dissection
07_1_0695,dissection
07_1_0696,dissection
07_1_0697,dissection
07_1_0698,dissection
07_1_0699,dissection
07_1_0700,dissection
07_1_0701,dissection
07_1_0702,dissection
07_1_0703,dissection
07_1_0704,dissection
07_1_0705,dissection
07_1_0706,dissection
07_1_0707,dissection
07_1_0708,dissection
07_1_0709,dissection
07_1_0710,dissection
07_1_0711,dissection
07_1_0712,dissection
07_1_0713,dissection
07_1_0714,dissection
07_1_0715,dissection
07_1_0716,dissection
07_1_0717,dissection
07_1_0718,dissection
07_1_0719,dissection
07_1_0720,dissection
07_1_0721,dissection
07_1_0722,dissection
07_1_0723,dissection
07_1_0724,dissection
07_1_0725,dissection
07_1_0726,dissection
07_1_0727,dissection
07_1_0728,dissection
07_1_0729,dissection
07_1_0730,dissection
07_1_0731,dissection
07_1_0732,dissection
07_1_0733,dissection
07_1_0734,dissection
07_1_0735,dissection
07_1_0736,dissection
07_1_0737,dissection
07_1_0738,dissection
07_1_0739,dissection
07_1_0740,dissection
07_1_0741,dissection
07_1_0742,dissection
07_1_0743,dissection
07_1_0744,dissection
07_1_0745,dissection
07_1_0746,dissection
07_1_0747,dissection
07_1_0748,dissection
07_1_0749,dissection
