Frame,Phase
03_2_0109,design
03_2_0110,design
03_2_0111,design
03_2_0112,design
03_2_0113,design
03_2_0138,anesthesia
03_2_0139,anesthesia
03_2_0140,anesthesia
03_2_0141,anesthesia
03_2_0142,anesthesia
03_2_0143,anesthesia
03_2_0144,anesthesia
03_2_0145,anesthesia
03_2_0146,anesthesia
03_2_0147,anesthesia
03_2_0148,anesthesia
03_2_0149,anesthesia
03_2_0150,anesthesia
03_2_0151,anesthesia
03_2_0152,anesthesia
03_2_0153,anesthesia
03_2_0166,irrigation
03_2_0167,irrigation
03_2_0168,irrigation
03_2_0169,irrigation
03_2_0170,irrigation
03_2_0171,irrigation
03_2_0172,irrigation
03_2_0173,irrigation
03_2_0174,irrigation
03_2_0175,irrigation
03_2_0176,irrigation
03_2_0177,irrigation
03_2_0178,irrigation
03_2_0179,irrigation
03_2_0181,incision
03_2_0182,incision
03_2_0183,incision
03_2_0184,incision
03_2_0185,incision
03_2_0186,incision
03_2_0187,incision
03_2_0188,incision
03_2_0189,incision
03_2_0190,dissection
03_2_0191,dissection
03_2_0192,dissection
03_2_0193,dissection
03_2_0194,dissection
03_2_0195,dissection
03_2_0196,dissection
03_2_0197,dissection
03_2_0198,dissection
03_2_0199,dissection
03_2_0247,design
03_2_0248,design
03_2_0249,design
03_2_0250,design
03_2_0251,design
03_2_0252,design
03_2_0253,design
03_2_0254,design
03_2_0255,design
03_2_0256,design
03_2_0257,design
03_2_0258,design
03_2_0259,design
03_2_0260,design
03_2_0261,design
03_2_0262,design
03_2_0263,design
03_2_0264,design
03_2_0265,design
03_2_0266,design
03_2_0267,design
03_2_0268,design
03_2_0269,design
03_2_0270,design
03_2_0271,design
03_2_0272,design
03_2_0273,design
03_2_0274,design
03_2_0275,design
03_2_0307,anesthesia
03_2_0308,anesthesia
03_2_0309,anesthesia
03_2_0310,anesthesia
03_2_0311,anesthesia
03_2_0312,anesthesia
03_2_0313,anesthesia
03_2_0314,anesthesia
03_2_0315,anesthesia
03_2_0316,anesthesia
03_2_0317,anesthesia
03_2_0318,anesthesia
03_2_0319,anesthesia
03_2_0320,anesthesia
03_2_0321,anesthesia
03_2_0322,anesthesia
03_2_0323,anesthesia
03_2_0324,anesthesia
03_2_0368,incision
03_2_0369,incision
03_2_0370,incision
03_2_0371,incision
03_2_0372,incision
03_2_0373,incision
03_2_0374,incision
03_2_0375,incision
03_2_0376,incision
03_2_0377,incision
03_2_0378,incision
03_2_0379,incision
03_2_0380,incision
03_2_0381,incision
03_2_0382,incision
03_2_0383,incision
03_2_0384,incision
03_2_0385,incision
03_2_0386,incision
03_2_0387,incision
03_2_0388,incision
03_2_0389,incision
03_2_0390,incision
03_2_0391,incision
03_2_0392,incision
03_2_0393,incision
03_2_0394,incision
03_2_0395,incision
03_2_0396,incision
03_2_0397,incision
03_2_0398,incision
03_2_0399,incision
03_2_0400,incision
03_2_0401,incision
03_2_0402,incision
03_2_0403,incision
03_2_0404,incision
03_2_0412,dissection
03_2_0413,dissection
03_2_0414,dissection
03_2_0415,dissection
03_2_0416,dissection
03_2_0417,dissection
03_2_0418,dissection
03_2_0419,dissection
03_2_0420,dissection
03_2_0421,dissection
03_2_0422,dissection
03_2_0423,dissection
03_2_0424,dissection
03_2_0425,dissection
03_2_0426,dissection
03_2_0427,dissection
03_2_0428,dissection
03_2_0429,dissection
03_2_0430,dissection
03_2_0431,dissection
03_2_0432,dissection
03_2_0433,dissection
03_2_0434,dissection
03_2_0435,dissection
03_2_0436,dissection
03_2_0437,dissection
03_2_0438,dissection
03_2_0439,dissection
03_2_0440,dissection
03_2_0441,dissection
03_2_0442,dissection
03_2_0443,dissection
03_2_0444,dissection
03_2_0445,dissection
03_2_0446,dissection
03_2_0447,dissection
03_2_0448,dissection
03_2_0449,dissection
03_2_0450,dissection
03_2_0451,dissection
03_2_0452,dissection
03_2_0453,dissection
03_2_0454,dissection
03_2_0455,dissection
03_2_0456,dissection
03_2_0457,dissection
03_2_0458,dissection
03_2_0459,dissection
03_2_0460,dissection
03_2_0461,dissection
03_2_0462,dissection
03_2_0463,dissection
03_2_0464,dissection
03_2_0465,dissection
03_2_0466,dissection
03_2_0467,dissection
03_2_0468,dissection
