Frame,Phase
04_2_0001,closure
04_2_0002,closure
04_2_0003,closure
04_2_0004,closure
04_2_0005,closure
04_2_0006,closure
04_2_0007,closure
04_2_0008,closure
04_2_0009,closure
04_2_0010,closure
04_2_0011,closure
04_2_0012,closure
04_2_0013,closure
04_2_0014,closure
04_2_0015,closure
04_2_0016,closure
04_2_0017,closure
04_2_0018,closure
04_2_0019,closure
04_2_0020,closure
04_2_0021,closure
04_2_0022,closure
04_2_0023,closure
04_2_0024,closure
04_2_0025,closure
04_2_0026,closure
04_2_0027,closure
04_2_0028,closure
04_2_0029,closure
04_2_0030,closure
04_2_0031,closure
04_2_0032,closure
04_2_0033,closure
04_2_0034,closure
04_2_0035,closure
04_2_0036,closure
04_2_0037,closure
04_2_0038,closure
04_2_0039,closure
04_2_0040,closure
04_2_0041,closure
04_2_0042,closure
04_2_0043,closure
04_2_0044,closure
04_2_0045,closure
04_2_0046,closure
04_2_0047,closure
04_2_0049,closure
04_2_0050,closure
04_2_0051,closure
04_2_0052,closure
04_2_0053,closure
04_2_0054,closure
04_2_0055,closure
04_2_0056,closure
04_2_0057,closure
04_2_0058,closure
04_2_0059,closure
04_2_0060,closure
04_2_0061,closure
04_2_0062,closure
04_2_0063,closure
04_2_0064,closure
04_2_0065,closure
04_2_0066,closure
04_2_0067,closure
04_2_0068,closure
04_2_0069,closure
04_2_0070,closure
04_2_0071,closure
04_2_0072,closure
04_2_0073,closure
04_2_0074,closure
04_2_0075,closure
04_2_0076,closure
04_2_0077,closure
04_2_0078,closure
04_2_0079,closure
04_2_0080,closure
04_2_0081,closure
04_2_0082,closure
04_2_0083,closure
04_2_0084,closure
04_2_0085,closure
04_2_0086,closure
04_2_0087,closure
04_2_0088,closure
04_2_0089,closure
04_2_0090,closure
04_2_0091,closure
04_2_0092,closure
04_2_0093,closure
04_2_0094,closure
04_2_0095,closure
04_2_0096,closure
04_2_0098,closure
04_2_0099,closure
04_2_0100,closure
04_2_0101,closure
04_2_0102,closure
04_2_0103,closure
04_2_0104,closure
04_2_0105,closure
04_2_0106,closure
04_2_0107,closure
04_2_0108,closure
04_2_0109,closure
04_2_0110,closure
04_2_0111,closure
04_2_0112,closure
04_2_0113,closure
04_2_0114,closure
04_2_0115,closure
04_2_0116,closure
04_2_0117,closure
04_2_0118,closure
04_2_0119,closure
04_2_0120,closure
04_2_0121,closure
04_2_0122,closure
04_2_0123,closure
04_2_0124,closure
04_2_0125,closure
04_2_0126,closure
04_2_0127,closure
04_2_0128,closure
04_2_0129,closure
04_2_0130,closure
04_2_0131,closure
04_2_0132,closure
04_2_0133,closure
04_2_0134,closure
04_2_0135,closure
04_2_0136,closure
04_2_0137,closure
04_2_0138,closure
04_2_0139,closure
04_2_0140,closure
04_2_0141,closure
04_2_0142,closure
04_2_0143,closure
04_2_0144,closure
04_2_0145,closure
04_2_0146,closure
04_2_0147,closure
04_2_0148,closure
04_2_0149,closure
04_2_0150,closure
04_2_0151,closure
04_2_0152,closure
04_2_0153,closure
04_2_0154,closure
04_2_0155,closure
04_2_0156,closure
04_2_0157,closure
04_2_0158,closure
04_2_0159,closure
04_2_0160,closure
04_2_0161,closure
04_2_0162,closure
04_2_0163,closure
04_2_0164,closure
04_2_0165,closure
04_2_0166,closure
04_2_0167,closure
04_2_0168,closure
04_2_0169,closure
04_2_0170,closure
04_2_0171,closure
04_2_0172,closure
04_2_0173,closure
04_2_0174,closure
04_2_0175,closure
04_2_0176,closure
04_2_0177,closure
04_2_0178,closure
04_2_0179,closure
04_2_0180,closure
04_2_0181,closure
04_2_0182,closure
04_2_0183,closure
04_2_0184,closure
04_2_0185,closure
04_2_0186,closure
04_2_0187,closure
04_2_0188,closure
04_2_0189,closure
04_2_0190,closure
04_2_0191,closure
04_2_0192,closure
04_2_0193,closure
04_2_0194,closure
04_2_0195,closure
04_2_0196,closure
04_2_0197,closure
04_2_0198,closure
04_2_0199,closure
04_2_0200,closure
04_2_0201,closure
04_2_0202,closure
04_2_0203,closure
04_2_0204,closure
04_2_0205,closure
04_2_0206,closure
04_2_0207,closure
04_2_0208,closure
04_2_0209,closure
04_2_0210,closure
04_2_0211,closure
04_2_0212,closure
04_2_0213,closure
04_2_0214,closure
04_2_0215,closure
04_2_0216,closure
04_2_0217,closure
04_2_0218,closure
04_2_0219,closure
04_2_0220,closure
