Frame,Phase
10_1_0209,design
10_1_0210,design
10_1_0211,design
10_1_0212,design
10_1_0213,design
10_1_0214,design
10_1_0215,design
10_1_0216,design
10_1_0217,design
10_1_0218,design
10_1_0219,design
10_1_0220,design
10_1_0221,design
10_1_0222,design
10_1_0223,design
10_1_0224,design
10_1_0225,design
10_1_0226,design
10_1_0227,design
10_1_0228,design
10_1_0260,anesthesia
10_1_0261,anesthesia
10_1_0262,anesthesia
10_1_0263,anesthesia
10_1_0264,anesthesia
10_1_0265,anesthesia
10_1_0266,anesthesia
10_1_0267,anesthesia
10_1_0268,anesthesia
10_1_0269,anesthesia
10_1_0270,anesthesia
10_1_0271,anesthesia
10_1_0272,anesthesia
10_1_0273,anesthesia
10_1_0274,anesthesia
10_1_0275,anesthesia
10_1_0276,anesthesia
10_1_0277,anesthesia
10_1_0278,anesthesia
10_1_0279,anesthesia
10_1_0280,anesthesia
10_1_0281,anesthesia
10_1_0282,anesthesia
10_1_0283,anesthesia
10_1_0284,anesthesia
10_1_0285,anesthesia
10_1_0286,anesthesia
10_1_0287,anesthesia
10_1_0288,anesthesia
10_1_0289,anesthesia
10_1_0290,anesthesia
10_1_0291,anesthesia
10_1_0292,anesthesia
10_1_0293,anesthesia
10_1_0294,anesthesia
10_1_0295,anesthesia
10_1_0296,anesthesia
10_1_0297,anesthesia
10_1_0298,anesthesia
10_1_0302,anesthesia
10_1_0332,incision
10_1_0333,incision
10_1_0334,incision
10_1_0335,incision
10_1_0336,incision
10_1_0337,incision
10_1_0338,incision
10_1_0339,incision
10_1_0340,incision
10_1_0341,incision
10_1_0342,incision
10_1_0344,hemostasis
10_1_0345,hemostasis
10_1_0346,hemostasis
10_1_0347,hemostasis
10_1_0348,hemostasis
10_1_0349,hemostasis
10_1_0351,dissection
10_1_0352,dissection
10_1_0353,dissection
10_1_0354,dissection
10_1_0355,dissection
10_1_0357,hemostasis
10_1_0358,hemostasis
10_1_0359,hemostasis
10_1_0360,hemostasis
10_1_0361,hemostasis
10_1_0363,dissection
10_1_0364,dissection
10_1_0365,dissection
10_1_0366,dissection
10_1_0367,dissection
10_1_0369,hemostasis
10_1_0370,hemostasis
10_1_0371,hemostasis
10_1_0372,hemostasis
10_1_0373,hemostasis
10_1_0374,hemostasis
10_1_0375,hemostasis
10_1_0379,incision
10_1_0380,incision
10_1_0381,incision
10_1_0382,incision
10_1_0383,incision
10_1_0384,incision
10_1_0385,incision
10_1_0386,incision
10_1_0388,hemostasis
10_1_0389,hemostasis
10_1_0391,dissection
10_1_0392,dissection
10_1_0393,dissection
10_1_0394,dissection
10_1_0395,dissection
10_1_0396,dissection
10_1_0397,dissection
10_1_0398,dissection
10_1_0399,dissection
10_1_0400,dissection
10_1_0401,dissection
10_1_0402,dissection
10_1_0403,dissection
10_1_0404,dissection
10_1_0405,dissection
10_1_0406,dissection
10_1_0407,dissection
10_1_0408,dissection
10_1_0409,dissection
10_1_0410,dissection
10_1_0411,dissection
10_1_0412,dissection
10_1_0413,dissection
10_1_0414,dissection
10_1_0415,dissection
10_1_0416,dissection
10_1_0417,dissection
10_1_0418,dissection
10_1_0419,dissection
10_1_0420,dissection
10_1_0421,dissection
10_1_0422,dissection
10_1_0423,dissection
10_1_0424,dissection
10_1_0425,dissection
10_1_0426,dissection
10_1_0427,dissection
10_1_0428,dissection
10_1_0429,dissection
10_1_0430,dissection
10_1_0431,dissection
10_1_0432,dissection
10_1_0433,dissection
10_1_0434,dissection
10_1_0435,dissection
10_1_0436,dissection
10_1_0437,dissection
10_1_0438,dissection
10_1_0439,dissection
10_1_0440,dissection
10_1_0441,dissection
10_1_0442,dissection
10_1_0443,dissection
10_1_0444,dissection
10_1_0445,dissection
10_1_0446,dissection
10_1_0447,dissection
10_1_0448,dissection
10_1_0449,dissection
10_1_0450,dissection
10_1_0451,dissection
10_1_0452,dissection
10_1_0453,dissection
10_1_0454,dissection
10_1_0455,dissection
10_1_0456,dissection
10_1_0457,dissection
10_1_0458,dissection
10_1_0459,dissection
10_1_0460,dissection
10_1_0461,dissection
10_1_0462,dissection
10_1_0463,dissection
10_1_0469,hemostasis
10_1_0470,hemostasis
10_1_0471,hemostasis
10_1_0472,hemostasis
10_1_0474,dissection
10_1_0475,dissection
10_1_0476,dissection
10_1_0477,dissection
10_1_0478,dissection
10_1_0479,dissection
10_1_0480,dissection
10_1_0481,dissection
10_1_0482,dissection
10_1_0483,dissection
10_1_0484,dissection
10_1_0485,dissection
10_1_0486,dissection
10_1_0487,dissection
10_1_0488,dissection
10_1_0489,dissection
10_1_0490,dissection
10_1_0491,dissection
10_1_0492,dissection
10_1_0493,dissection
10_1_0494,dissection
10_1_0495,dissection
10_1_0496,dissection
10_1_0497,dissection
10_1_0498,dissection
10_1_0499,dissection
10_1_0500,dissection
10_1_0501,dissection
10_1_0502,dissection
10_1_0503,dissection
10_1_0504,dissection
10_1_0505,dissection
10_1_0506,dissection
10_1_0507,dissection
10_1_0508,dissection
10_1_0509,dissection
10_1_0510,dissection
10_1_0511,dissection
10_1_0512,dissection
10_1_0513,dissection
