Frame,Phase
10_2_0003,closure
10_2_0004,closure
10_2_0005,closure
10_2_0006,closure
10_2_0007,closure
10_2_0008,closure
10_2_0009,closure
10_2_0010,closure
10_2_0011,closure
10_2_0012,closure
10_2_0013,closure
10_2_0014,closure
10_2_0015,closure
10_2_0016,closure
10_2_0017,closure
10_2_0018,closure
10_2_0019,closure
10_2_0020,closure
10_2_0021,closure
10_2_0022,closure
10_2_0023,closure
10_2_0024,closure
10_2_0025,closure
10_2_0026,closure
10_2_0027,closure
10_2_0028,closure
10_2_0029,closure
10_2_0030,closure
10_2_0031,closure
10_2_0032,closure
10_2_0033,closure
10_2_0034,closure
10_2_0035,closure
10_2_0036,closure
10_2_0037,closure
10_2_0038,closure
10_2_0039,closure
10_2_0040,closure
10_2_0041,closure
10_2_0042,closure
10_2_0043,closure
10_2_0044,closure
10_2_0045,closure
10_2_0046,closure
10_2_0047,closure
10_2_0048,closure
10_2_0049,closure
10_2_0050,closure
10_2_0051,closure
10_2_0052,closure
10_2_0053,closure
10_2_0054,closure
10_2_0055,closure
10_2_0056,closure
10_2_0057,closure
10_2_0058,closure
10_2_0059,closure
10_2_0060,closure
10_2_0061,closure
10_2_0062,closure
10_2_0063,closure
10_2_0064,closure
10_2_0065,closure
10_2_0066,closure
10_2_0067,closure
10_2_0068,closure
10_2_0179,dressing
10_2_0180,dressing
10_2_0181,dressing
10_2_0182,dressing
10_2_0183,dressing
10_2_0184,dressing
10_2_0185,dressing
10_2_0186,dressing
10_2_0187,dressing
10_2_0188,dressing
10_2_0189,dressing
10_2_0190,dressing
10_2_0191,dressing
10_2_0192,dressing
10_2_0193,dressing
10_2_0194,dressing
10_2_0195,dressing
10_2_0196,dressing
10_2_0197,dressing
10_2_0198,dressing
10_2_0199,dressing
10_2_0200,dressing
10_2_0201,dressing
10_2_0202,dressing
10_2_0203,dressing
10_2_0204,dressing
10_2_0205,dressing
10_2_0206,dressing
10_2_0207,dressing
10_2_0208,dressing
10_2_0209,dressing
10_2_0210,dressing
10_2_0211,dressing
10_2_0212,dressing
10_2_0213,dressing
10_2_0214,dressing
10_2_0215,dressing
10_2_0216,dressing
10_2_0217,dressing
10_2_0218,dressing
10_2_0219,dressing
10_2_0220,dressing
10_2_0221,dressing
10_2_0222,dressing
10_2_0223,dressing
10_2_0224,dressing
10_2_0225,dressing
10_2_0226,dressing
10_2_0227,dressing
10_2_0228,dressing
10_2_0229,dressing
10_2_0230,dressing
10_2_0231,dressing
10_2_0232,dressing
10_2_0233,dressing
10_2_0234,dressing
10_2_0235,dressing
10_2_0236,dressing
10_2_0237,dressing
10_2_0238,dressing
10_2_0239,dressing
10_2_0240,dressing
10_2_0244,dressing
10_2_0245,dressing
10_2_0246,dressing
10_2_0247,dressing
10_2_0248,dressing
10_2_0249,dressing
10_2_0250,dressing
10_2_0251,dressing
10_2_0252,dressing
10_2_0253,dressing
10_2_0254,dressing
10_2_0255,dressing
10_2_0256,dressing
10_2_0257,dressing
10_2_0258,dressing
10_2_0259,dressing
10_2_0260,dressing
10_2_0261,dressing
10_2_0262,dressing
10_2_0263,dressing
10_2_0264,dressing
10_2_0265,dressing
10_2_0266,dressing
10_2_0267,dressing
10_2_0268,dressing
10_2_0269,dressing
10_2_0270,dressing
10_2_0271,dressing
10_2_0272,dressing
10_2_0273,dressing
10_2_0274,dressing
10_2_0275,dressing
10_2_0277,dressing
10_2_0278,dressing
10_2_0279,dressing
10_2_0280,dressing
10_2_0281,dressing
10_2_0282,dressing
10_2_0283,dressing
10_2_0284,dressing
10_2_0285,dressing
10_2_0286,dressing
10_2_0287,dressing
10_2_0288,dressing
10_2_0289,dressing
10_2_0290,dressing
10_2_0291,dressing
10_2_0292,dressing
10_2_0293,dressing
10_2_0296,dressing
10_2_0297,dressing
10_2_0298,dressing
10_2_0299,dressing
10_2_0300,dressing
