Frame,Phase
14_2_0001,incision
14_2_0002,incision
14_2_0003,incision
14_2_0004,incision
14_2_0005,incision
14_2_0006,incision
14_2_0007,incision
14_2_0008,incision
14_2_0009,incision
14_2_0012,dissection
14_2_0013,dissection
14_2_0014,dissection
14_2_0015,dissection
14_2_0016,dissection
14_2_0017,dissection
14_2_0018,dissection
14_2_0019,dissection
14_2_0020,dissection
14_2_0021,dissection
14_2_0022,dissection
14_2_0023,dissection
14_2_0024,dissection
14_2_0025,dissection
14_2_0026,dissection
14_2_0027,dissection
14_2_0028,dissection
14_2_0029,dissection
14_2_0030,dissection
14_2_0031,dissection
14_2_0032,dissection
14_2_0033,dissection
14_2_0034,dissection
14_2_0035,dissection
14_2_0036,dissection
14_2_0037,dissection
14_2_0038,dissection
14_2_0039,dissection
14_2_0040,dissection
14_2_0041,dissection
14_2_0042,dissection
14_2_0043,dissection
14_2_0044,dissection
14_2_0045,dissection
14_2_0046,dissection
14_2_0047,dissection
14_2_0048,dissection
14_2_0049,dissection
14_2_0050,dissection
14_2_0051,dissection
14_2_0052,dissection
14_2_0053,dissection
14_2_0054,dissection
14_2_0055,dissection
14_2_0056,dissection
14_2_0057,dissection
14_2_0058,dissection
14_2_0059,dissection
14_2_0060,dissection
14_2_0061,dissection
14_2_0062,dissection
14_2_0063,dissection
14_2_0064,dissection
14_2_0065,dissection
14_2_0066,dissection
14_2_0067,dissection
14_2_0068,dissection
14_2_0069,dissection
14_2_0070,dissection
14_2_0071,dissection
14_2_0072,dissection
14_2_0073,dissection
14_2_0074,dissection
14_2_0075,dissection
14_2_0076,dissection
14_2_0077,dissection
14_2_0078,dissection
14_2_0079,dissection
14_2_0080,dissection
14_2_0081,dissection
14_2_0082,dissection
14_2_0083,dissection
14_2_0084,dissection
14_2_0085,dissection
14_2_0086,dissection
14_2_0087,dissection
14_2_0088,dissection
14_2_0089,dissection
14_2_0090,dissection
14_2_0091,dissection
14_2_0092,dissection
14_2_0093,dissection
14_2_0094,dissection
14_2_0095,dissection
14_2_0096,dissection
14_2_0097,dissection
14_2_0098,dissection
14_2_0099,dissection
14_2_0100,dissection
14_2_0101,dissection
14_2_0102,dissection
14_2_0103,dissection
14_2_0104,dissection
14_2_0105,dissection
14_2_0106,dissection
14_2_0107,dissection
14_2_0108,dissection
14_2_0109,dissection
14_2_0110,dissection
14_2_0111,dissection
14_2_0112,dissection
14_2_0113,dissection
14_2_0114,dissection
14_2_0115,dissection
14_2_0116,dissection
14_2_0117,dissection
14_2_0118,dissection
14_2_0119,dissection
14_2_0120,dissection
14_2_0121,dissection
14_2_0122,dissection
14_2_0123,dissection
14_2_0124,dissection
14_2_0125,dissection
14_2_0126,dissection
14_2_0127,dissection
14_2_0128,dissection
14_2_0129,dissection
14_2_0130,dissection
14_2_0131,dissection
14_2_0132,dissection
14_2_0133,dissection
14_2_0134,dissection
14_2_0135,dissection
14_2_0136,dissection
14_2_0137,dissection
14_2_0138,dissection
14_2_0139,dissection
14_2_0140,dissection
14_2_0141,dissection
14_2_0142,dissection
14_2_0143,dissection
14_2_0144,dissection
14_2_0145,dissection
14_2_0146,dissection
14_2_0147,dissection
14_2_0148,dissection
14_2_0149,dissection
14_2_0150,dissection
14_2_0151,dissection
14_2_0152,dissection
14_2_0153,dissection
14_2_0154,dissection
14_2_0155,dissection
14_2_0156,dissection
14_2_0157,dissection
14_2_0158,dissection
14_2_0159,dissection
14_2_0160,dissection
14_2_0161,dissection
14_2_0162,dissection
14_2_0163,dissection
14_2_0164,dissection
14_2_0165,dissection
14_2_0166,dissection
14_2_0167,dissection
14_2_0168,dissection
14_2_0169,dissection
14_2_0170,dissection
14_2_0171,dissection
14_2_0172,dissection
14_2_0173,dissection
14_2_0174,dissection
14_2_0175,dissection
14_2_0176,dissection
14_2_0177,dissection
14_2_0178,dissection
14_2_0179,dissection
14_2_0180,dissection
14_2_0181,dissection
14_2_0182,dissection
14_2_0183,dissection
14_2_0184,dissection
14_2_0185,dissection
14_2_0186,dissection
14_2_0187,dissection
14_2_0188,dissection
14_2_0189,dissection
14_2_0190,dissection
14_2_0191,dissection
14_2_0192,dissection
14_2_0193,dissection
14_2_0194,dissection
14_2_0195,dissection
14_2_0196,dissection
14_2_0197,dissection
14_2_0198,dissection
14_2_0199,dissection
14_2_0200,dissection
14_2_0201,dissection
14_2_0202,dissection
14_2_0203,dissection
14_2_0204,dissection
14_2_0205,dissection
14_2_0206,dissection
14_2_0207,dissection
14_2_0208,dissection
14_2_0209,dissection
14_2_0210,dissection
14_2_0211,dissection
14_2_0212,dissection
14_2_0213,dissection
14_2_0214,dissection
14_2_0215,dissection
14_2_0216,dissection
14_2_0217,dissection
14_2_0218,dissection
14_2_0219,dissection
14_2_0220,dissection
14_2_0221,dissection
14_2_0222,dissection
14_2_0223,dissection
14_2_0224,dissection
14_2_0225,dissection
14_2_0226,dissection
14_2_0227,dissection
14_2_0228,dissection
14_2_0229,dissection
14_2_0230,dissection
14_2_0231,dissection
14_2_0232,dissection
14_2_0233,dissection
14_2_0234,dissection
14_2_0235,dissection
14_2_0236,dissection
14_2_0237,dissection
14_2_0238,dissection
14_2_0239,dissection
14_2_0240,dissection
14_2_0241,dissection
14_2_0242,dissection
14_2_0243,dissection
14_2_0244,dissection
14_2_0245,dissection
14_2_0246,dissection
14_2_0247,dissection
14_2_0248,dissection
14_2_0249,dissection
14_2_0250,dissection
14_2_0251,dissection
14_2_0252,dissection
14_2_0253,dissection
14_2_0254,dissection
14_2_0255,dissection
14_2_0256,dissection
14_2_0257,dissection
14_2_0258,dissection
14_2_0259,dissection
14_2_0260,dissection
14_2_0261,dissection
14_2_0262,dissection
14_2_0263,dissection
14_2_0264,dissection
14_2_0265,dissection
14_2_0266,dissection
14_2_0267,dissection
14_2_0268,dissection
14_2_0269,dissection
14_2_0270,dissection
14_2_0271,dissection
14_2_0272,dissection
14_2_0273,dissection
14_2_0274,dissection
14_2_0275,dissection
14_2_0276,dissection
14_2_0277,dissection
14_2_0278,dissection
14_2_0279,dissection
14_2_0280,dissection
14_2_0281,dissection
14_2_0282,dissection
14_2_0283,dissection
14_2_0284,dissection
14_2_0285,dissection
14_2_0286,dissection
14_2_0287,dissection
14_2_0288,dissection
14_2_0289,dissection
14_2_0290,dissection
14_2_0291,dissection
14_2_0292,dissection
14_2_0293,dissection
14_2_0294,dissection
14_2_0295,dissection
14_2_0296,dissection
14_2_0297,dissection
14_2_0298,dissection
14_2_0299,dissection
14_2_0300,dissection
14_2_0301,dissection
14_2_0302,dissection
14_2_0303,dissection
14_2_0304,dissection
14_2_0305,dissection
14_2_0306,dissection
14_2_0307,dissection
14_2_0308,dissection
14_2_0309,dissection
14_2_0310,dissection
14_2_0311,dissection
14_2_0312,dissection
14_2_0313,dissection
14_2_0314,dissection
14_2_0315,dissection
14_2_0316,dissection
14_2_0317,dissection
14_2_0318,dissection
14_2_0319,dissection
14_2_0320,dissection
14_2_0321,dissection
14_2_0322,dissection
14_2_0323,dissection
14_2_0324,dissection
14_2_0325,dissection
14_2_0326,dissection
14_2_0327,dissection
14_2_0328,dissection
14_2_0329,dissection
14_2_0330,dissection
14_2_0331,dissection
14_2_0332,dissection
14_2_0333,dissection
14_2_0334,dissection
14_2_0335,dissection
14_2_0336,dissection
14_2_0337,dissection
14_2_0338,dissection
14_2_0339,dissection
14_2_0340,dissection
14_2_0341,dissection
14_2_0342,dissection
14_2_0343,dissection
14_2_0344,dissection
14_2_0345,dissection
14_2_0346,dissection
14_2_0347,dissection
14_2_0348,dissection
14_2_0349,dissection
14_2_0350,dissection
14_2_0351,dissection
14_2_0390,irrigation
14_2_0391,irrigation
14_2_0392,irrigation
14_2_0393,irrigation
14_2_0394,irrigation
14_2_0396,irrigation
14_2_0397,irrigation
14_2_0398,irrigation
14_2_0399,irrigation
14_2_0400,irrigation
14_2_0401,irrigation
14_2_0402,irrigation
14_2_0403,irrigation
14_2_0404,irrigation
14_2_0405,irrigation
14_2_0406,irrigation
14_2_0407,irrigation
14_2_0408,irrigation
14_2_0409,irrigation
14_2_0410,irrigation
14_2_0411,irrigation
14_2_0412,irrigation
14_2_0413,irrigation
14_2_0414,irrigation
14_2_0415,irrigation
14_2_0416,irrigation
14_2_0417,irrigation
14_2_0418,irrigation
14_2_0419,irrigation
14_2_0420,irrigation
14_2_0421,irrigation
14_2_0422,irrigation
14_2_0423,irrigation
14_2_0424,irrigation
14_2_0425,irrigation
14_2_0426,irrigation
14_2_0427,irrigation
14_2_0428,irrigation
14_2_0429,irrigation
14_2_0430,irrigation
14_2_0431,irrigation
14_2_0432,irrigation
14_2_0433,irrigation
14_2_0434,irrigation
14_2_0435,irrigation
14_2_0436,irrigation
14_2_0437,irrigation
14_2_0460,dissection
14_2_0461,dissection
14_2_0462,dissection
14_2_0463,dissection
14_2_0464,dissection
14_2_0465,dissection
14_2_0466,dissection
14_2_0467,dissection
14_2_0468,dissection
14_2_0469,dissection
14_2_0470,dissection
14_2_0471,dissection
14_2_0472,dissection
14_2_0473,dissection
14_2_0474,dissection
