Frame,Phase
15_1_0133,design
15_1_0134,design
15_1_0135,design
15_1_0136,design
15_1_0137,design
15_1_0138,design
15_1_0139,design
15_1_0140,design
15_1_0141,design
15_1_0142,design
15_1_0143,design
15_1_0144,design
15_1_0166,anesthesia
15_1_0167,anesthesia
15_1_0168,anesthesia
15_1_0169,anesthesia
15_1_0170,anesthesia
15_1_0171,anesthesia
15_1_0172,anesthesia
15_1_0173,anesthesia
15_1_0174,anesthesia
15_1_0175,anesthesia
15_1_0176,anesthesia
15_1_0177,anesthesia
15_1_0178,anesthesia
15_1_0179,anesthesia
15_1_0180,anesthesia
15_1_0181,anesthesia
15_1_0182,anesthesia
15_1_0183,anesthesia
15_1_0184,anesthesia
15_1_0185,anesthesia
15_1_0186,anesthesia
15_1_0187,anesthesia
15_1_0188,anesthesia
15_1_0189,anesthesia
15_1_0190,anesthesia
15_1_0191,anesthesia
15_1_0192,anesthesia
15_1_0193,anesthesia
15_1_0194,anesthesia
15_1_0195,anesthesia
15_1_0196,anesthesia
15_1_0197,anesthesia
15_1_0198,anesthesia
15_1_0199,anesthesia
15_1_0200,anesthesia
15_1_0201,anesthesia
15_1_0239,incision
15_1_0240,incision
15_1_0241,incision
15_1_0242,incision
15_1_0243,incision
15_1_0244,incision
15_1_0245,incision
15_1_0246,incision
15_1_0247,incision
15_1_0248,incision
15_1_0249,incision
15_1_0253,dissection
15_1_0254,dissection
15_1_0255,dissection
15_1_0256,dissection
15_1_0257,dissection
15_1_0258,dissection
15_1_0259,dissection
15_1_0260,dissection
15_1_0261,dissection
15_1_0262,dissection
15_1_0263,dissection
15_1_0264,dissection
15_1_0265,dissection
15_1_0266,dissection
15_1_0267,dissection
15_1_0268,dissection
15_1_0269,dissection
15_1_0270,dissection
15_1_0271,dissection
15_1_0272,dissection
15_1_0273,dissection
15_1_0274,dissection
15_1_0275,dissection
15_1_0276,dissection
15_1_0277,dissection
15_1_0278,dissection
15_1_0279,dissection
15_1_0280,dissection
15_1_0281,dissection
15_1_0282,dissection
15_1_0283,dissection
15_1_0284,dissection
15_1_0285,dissection
15_1_0286,dissection
15_1_0287,dissection
15_1_0288,dissection
15_1_0289,dissection
15_1_0290,dissection
15_1_0291,dissection
15_1_0292,dissection
15_1_0293,dissection
15_1_0294,dissection
15_1_0295,dissection
15_1_0296,dissection
15_1_0297,dissection
15_1_0298,dissection
15_1_0299,dissection
15_1_0300,dissection
15_1_0301,dissection
15_1_0302,dissection
15_1_0303,dissection
15_1_0304,dissection
15_1_0305,dissection
15_1_0306,dissection
15_1_0307,dissection
15_1_0308,dissection
15_1_0309,dissection
15_1_0310,dissection
15_1_0311,dissection
15_1_0312,dissection
15_1_0313,dissection
15_1_0314,dissection
15_1_0317,incision
15_1_0318,incision
15_1_0319,incision
15_1_0320,incision
15_1_0321,incision
15_1_0322,incision
15_1_0323,incision
15_1_0324,incision
15_1_0325,incision
15_1_0326,incision
15_1_0327,incision
15_1_0328,incision
15_1_0329,incision
15_1_0330,incision
15_1_0331,incision
15_1_0332,incision
15_1_0333,incision
15_1_0334,incision
15_1_0335,incision
15_1_0336,incision
15_1_0337,incision
15_1_0338,incision
15_1_0341,dissection
15_1_0342,dissection
15_1_0343,dissection
15_1_0344,dissection
15_1_0345,dissection
15_1_0346,dissection
15_1_0347,dissection
15_1_0348,dissection
15_1_0349,dissection
15_1_0350,dissection
15_1_0351,dissection
15_1_0352,dissection
15_1_0354,incision
15_1_0355,incision
15_1_0356,incision
15_1_0357,incision
15_1_0358,incision
15_1_0359,incision
15_1_0360,incision
15_1_0361,incision
15_1_0362,incision
15_1_0363,incision
15_1_0364,incision
15_1_0365,incision
15_1_0366,incision
15_1_0367,incision
15_1_0368,incision
15_1_0369,incision
15_1_0370,incision
15_1_0371,incision
15_1_0372,incision
15_1_0373,incision
15_1_0374,incision
15_1_0375,incision
15_1_0376,incision
15_1_0377,incision
15_1_0378,incision
15_1_0379,incision
15_1_0380,incision
15_1_0381,incision
15_1_0382,incision
15_1_0383,incision
15_1_0384,incision
15_1_0385,incision
15_1_0386,incision
15_1_0387,incision
15_1_0388,incision
15_1_0389,incision
15_1_0390,incision
15_1_0393,dissection
15_1_0394,dissection
15_1_0395,dissection
15_1_0396,dissection
15_1_0397,dissection
15_1_0398,dissection
15_1_0399,dissection
15_1_0400,dissection
15_1_0401,dissection
15_1_0402,dissection
15_1_0403,dissection
15_1_0404,dissection
15_1_0411,incision
15_1_0412,incision
15_1_0413,incision
15_1_0414,incision
15_1_0415,incision
15_1_0416,incision
15_1_0417,incision
15_1_0418,incision
15_1_0419,incision
15_1_0420,incision
15_1_0421,incision
15_1_0422,incision
15_1_0423,incision
15_1_0424,incision
15_1_0425,incision
15_1_0428,dissection
15_1_0429,dissection
15_1_0430,dissection
15_1_0431,dissection
15_1_0432,dissection
15_1_0433,dissection
15_1_0434,dissection
15_1_0435,dissection
15_1_0436,dissection
15_1_0437,dissection
15_1_0438,dissection
15_1_0439,dissection
15_1_0440,dissection
15_1_0441,dissection
15_1_0442,dissection
15_1_0443,dissection
15_1_0444,dissection
15_1_0445,dissection
15_1_0446,dissection
15_1_0447,dissection
15_1_0448,dissection
15_1_0449,dissection
15_1_0450,dissection
15_1_0451,dissection
15_1_0452,dissection
15_1_0453,dissection
15_1_0454,dissection
15_1_0455,dissection
15_1_0456,dissection
15_1_0457,dissection
15_1_0458,dissection
15_1_0459,dissection
15_1_0460,dissection
15_1_0461,dissection
15_1_0462,dissection
15_1_0463,dissection
15_1_0464,dissection
15_1_0465,dissection
15_1_0466,dissection
15_1_0467,dissection
15_1_0468,dissection
15_1_0469,dissection
15_1_0470,dissection
15_1_0471,dissection
15_1_0472,dissection
15_1_0473,dissection
15_1_0474,dissection
15_1_0475,dissection
15_1_0476,dissection
15_1_0478,incision
15_1_0479,incision
15_1_0480,incision
15_1_0481,incision
15_1_0482,incision
15_1_0483,incision
15_1_0484,incision
15_1_0486,dissection
15_1_0487,dissection
15_1_0488,dissection
15_1_0489,dissection
15_1_0490,dissection
15_1_0491,dissection
15_1_0492,dissection
15_1_0493,dissection
15_1_0494,dissection
15_1_0495,dissection
15_1_0496,dissection
15_1_0497,dissection
15_1_0498,dissection
15_1_0499,dissection
15_1_0500,dissection
15_1_0501,dissection
15_1_0502,dissection
15_1_0503,dissection
15_1_0504,dissection
15_1_0505,dissection
15_1_0506,dissection
15_1_0507,dissection
15_1_0508,dissection
15_1_0509,dissection
