Frame,Phase
14_1_0126,anesthesia
14_1_0128,anesthesia
14_1_0129,anesthesia
14_1_0130,anesthesia
14_1_0131,anesthesia
14_1_0132,anesthesia
14_1_0133,anesthesia
14_1_0134,anesthesia
14_1_0135,anesthesia
14_1_0136,anesthesia
14_1_0137,anesthesia
14_1_0138,anesthesia
14_1_0139,anesthesia
14_1_0140,anesthesia
14_1_0141,anesthesia
14_1_0142,anesthesia
14_1_0143,anesthesia
14_1_0144,anesthesia
14_1_0145,anesthesia
14_1_0146,anesthesia
14_1_0147,anesthesia
14_1_0148,anesthesia
14_1_0150,anesthesia
14_1_0151,anesthesia
14_1_0152,anesthesia
14_1_0153,anesthesia
14_1_0154,anesthesia
14_1_0155,anesthesia
14_1_0156,anesthesia
14_1_0157,anesthesia
14_1_0158,anesthesia
14_1_0159,anesthesia
14_1_0160,anesthesia
14_1_0161,anesthesia
14_1_0162,anesthesia
14_1_0163,anesthesia
14_1_0164,anesthesia
14_1_0165,anesthesia
14_1_0249,incision
14_1_0250,incision
14_1_0251,incision
14_1_0252,incision
14_1_0253,incision
14_1_0254,incision
14_1_0255,incision
14_1_0256,incision
14_1_0257,incision
14_1_0258,incision
14_1_0259,incision
14_1_0260,incision
14_1_0261,incision
14_1_0262,incision
14_1_0265,dissection
14_1_0267,dissection
14_1_0268,dissection
14_1_0269,dissection
14_1_0270,dissection
14_1_0271,dissection
14_1_0272,dissection
14_1_0275,dissection
14_1_0276,dissection
14_1_0277,dissection
14_1_0278,dissection
14_1_0279,dissection
14_1_0280,dissection
14_1_0281,dissection
14_1_0282,dissection
14_1_0283,dissection
14_1_0284,dissection
14_1_0285,dissection
14_1_0287,dissection
14_1_0288,dissection
14_1_0289,dissection
14_1_0290,dissection
14_1_0291,dissection
14_1_0292,dissection
14_1_0293,dissection
14_1_0294,dissection
14_1_0295,dissection
14_1_0296,dissection
14_1_0297,dissection
14_1_0298,dissection
14_1_0299,dissection
14_1_0300,dissection
14_1_0301,dissection
14_1_0302,dissection
14_1_0303,dissection
14_1_0304,dissection
14_1_0305,dissection
14_1_0306,dissection
14_1_0307,dissection
14_1_0308,dissection
14_1_0309,dissection
14_1_0310,dissection
14_1_0311,dissection
14_1_0312,dissection
14_1_0313,dissection
14_1_0314,dissection
14_1_0315,dissection
14_1_0316,dissection
14_1_0317,dissection
14_1_0318,dissection
14_1_0319,dissection
14_1_0320,dissection
14_1_0321,dissection
14_1_0322,dissection
14_1_0323,dissection
14_1_0324,dissection
14_1_0325,dissection
14_1_0326,dissection
14_1_0327,dissection
14_1_0328,dissection
14_1_0329,dissection
14_1_0330,dissection
14_1_0331,dissection
14_1_0332,dissection
14_1_0333,dissection
14_1_0334,dissection
14_1_0335,dissection
14_1_0336,dissection
14_1_0337,dissection
14_1_0338,dissection
14_1_0339,dissection
14_1_0340,dissection
14_1_0341,dissection
14_1_0342,dissection
14_1_0343,dissection
14_1_0344,dissection
14_1_0345,dissection
14_1_0346,dissection
14_1_0347,dissection
14_1_0348,dissection
14_1_0349,dissection
14_1_0350,dissection
14_1_0351,dissection
14_1_0352,dissection
14_1_0353,dissection
14_1_0354,dissection
14_1_0355,dissection
14_1_0356,dissection
14_1_0357,dissection
14_1_0358,dissection
14_1_0359,dissection
14_1_0360,dissection
14_1_0361,dissection
14_1_0362,dissection
14_1_0363,dissection
14_1_0364,dissection
14_1_0365,dissection
14_1_0366,dissection
14_1_0367,dissection
14_1_0368,dissection
14_1_0369,dissection
14_1_0370,dissection
14_1_0371,dissection
14_1_0372,dissection
14_1_0373,dissection
14_1_0374,dissection
14_1_0375,dissection
14_1_0376,dissection
14_1_0377,dissection
14_1_0378,dissection
14_1_0379,dissection
14_1_0380,dissection
14_1_0381,dissection
14_1_0382,dissection
14_1_0383,dissection
14_1_0384,dissection
14_1_0385,dissection
14_1_0386,dissection
14_1_0387,dissection
14_1_0388,dissection
14_1_0389,dissection
14_1_0390,dissection
14_1_0391,dissection
14_1_0395,incision
14_1_0396,incision
14_1_0397,incision
14_1_0398,incision
14_1_0399,incision
14_1_0400,incision
14_1_0401,incision
14_1_0402,incision
14_1_0404,dissection
14_1_0405,dissection
14_1_0406,dissection
14_1_0407,dissection
14_1_0408,dissection
14_1_0409,dissection
14_1_0410,dissection
14_1_0411,dissection
14_1_0412,dissection
14_1_0413,dissection
14_1_0414,dissection
14_1_0415,dissection
14_1_0416,dissection
14_1_0417,dissection
14_1_0418,dissection
14_1_0419,dissection
14_1_0420,dissection
14_1_0421,dissection
14_1_0422,dissection
14_1_0423,dissection
14_1_0424,dissection
14_1_0425,dissection
14_1_0426,dissection
14_1_0427,dissection
14_1_0428,dissection
14_1_0429,dissection
14_1_0430,dissection
14_1_0431,dissection
14_1_0432,dissection
14_1_0433,dissection
14_1_0434,dissection
14_1_0435,dissection
14_1_0436,dissection
14_1_0437,dissection
14_1_0438,dissection
14_1_0439,dissection
14_1_0440,dissection
14_1_0441,dissection
14_1_0442,dissection
14_1_0443,dissection
14_1_0444,dissection
14_1_0445,dissection
14_1_0446,dissection
14_1_0447,dissection
14_1_0448,dissection
14_1_0449,dissection
14_1_0450,dissection
14_1_0451,dissection
14_1_0452,dissection
14_1_0453,dissection
14_1_0454,dissection
14_1_0455,dissection
14_1_0456,dissection
14_1_0457,dissection
14_1_0458,dissection
14_1_0459,dissection
14_1_0460,dissection
14_1_0461,dissection
14_1_0462,dissection
14_1_0463,dissection
14_1_0464,dissection
14_1_0465,dissection
14_1_0466,dissection
14_1_0467,dissection
14_1_0468,dissection
14_1_0469,dissection
14_1_0470,dissection
14_1_0471,dissection
14_1_0472,dissection
14_1_0473,dissection
14_1_0474,dissection
14_1_0475,dissection
14_1_0476,dissection
14_1_0477,dissection
14_1_0478,dissection
14_1_0479,dissection
14_1_0480,dissection
14_1_0481,dissection
14_1_0482,dissection
14_1_0483,dissection
14_1_0484,dissection
14_1_0485,dissection
14_1_0486,dissection
14_1_0487,dissection
14_1_0488,dissection
14_1_0489,dissection
14_1_0490,dissection
14_1_0491,dissection
14_1_0492,dissection
14_1_0493,dissection
14_1_0494,dissection
14_1_0497,incision
14_1_0498,incision
14_1_0499,incision
14_1_0500,incision
14_1_0501,incision
14_1_0502,incision
14_1_0503,incision
14_1_0504,incision
14_1_0508,dissection
14_1_0509,dissection
14_1_0510,dissection
14_1_0511,dissection
14_1_0512,dissection
14_1_0513,dissection
14_1_0514,dissection
14_1_0515,dissection
14_1_0516,dissection
14_1_0517,dissection
14_1_0518,dissection
14_1_0519,dissection
14_1_0520,dissection
14_1_0521,dissection
14_1_0522,dissection
14_1_0523,dissection
14_1_0524,dissection
14_1_0525,dissection
14_1_0526,dissection
14_1_0527,dissection
14_1_0528,dissection
14_1_0529,dissection
14_1_0530,dissection
14_1_0531,dissection
14_1_0532,dissection
14_1_0533,dissection
14_1_0534,dissection
14_1_0535,dissection
14_1_0536,dissection
14_1_0537,dissection
14_1_0538,dissection
14_1_0539,dissection
14_1_0540,dissection
14_1_0541,dissection
14_1_0542,dissection
14_1_0543,dissection
14_1_0544,dissection
14_1_0545,dissection
14_1_0546,dissection
14_1_0547,dissection
14_1_0548,dissection
14_1_0549,dissection
14_1_0550,dissection
14_1_0551,dissection
14_1_0552,dissection
14_1_0553,dissection
14_1_0554,dissection
14_1_0555,dissection
