Frame,Phase
13_1_0058,anesthesia
13_1_0059,anesthesia
13_1_0060,anesthesia
13_1_0061,anesthesia
13_1_0062,anesthesia
13_1_0063,anesthesia
13_1_0064,anesthesia
13_1_0065,anesthesia
13_1_0066,anesthesia
13_1_0067,anesthesia
13_1_0068,anesthesia
13_1_0069,anesthesia
13_1_0070,anesthesia
13_1_0071,anesthesia
13_1_0125,incision
13_1_0126,incision
13_1_0127,incision
13_1_0128,incision
13_1_0129,incision
13_1_0130,incision
13_1_0131,incision
13_1_0132,incision
13_1_0133,incision
13_1_0134,incision
13_1_0135,incision
13_1_0136,incision
13_1_0137,incision
13_1_0138,incision
13_1_0139,incision
13_1_0144,hemostasis
13_1_0145,hemostasis
13_1_0146,hemostasis
13_1_0147,hemostasis
13_1_0148,hemostasis
13_1_0149,hemostasis
13_1_0150,hemostasis
13_1_0151,hemostasis
13_1_0152,hemostasis
13_1_0153,hemostasis
13_1_0154,hemostasis
13_1_0155,hemostasis
13_1_0156,hemostasis
13_1_0157,hemostasis
13_1_0158,hemostasis
13_1_0164,dissection
13_1_0165,dissection
13_1_0166,dissection
13_1_0167,dissection
13_1_0168,dissection
13_1_0169,dissection
13_1_0170,dissection
13_1_0171,dissection
13_1_0172,dissection
13_1_0173,dissection
13_1_0174,dissection
13_1_0175,dissection
13_1_0176,dissection
13_1_0177,dissection
13_1_0178,dissection
13_1_0179,dissection
13_1_0180,dissection
13_1_0181,dissection
13_1_0182,dissection
13_1_0183,dissection
13_1_0184,dissection
13_1_0185,dissection
13_1_0186,dissection
13_1_0187,dissection
13_1_0188,dissection
13_1_0189,dissection
13_1_0190,dissection
13_1_0191,dissection
13_1_0192,dissection
13_1_0193,dissection
13_1_0194,dissection
13_1_0195,dissection
13_1_0196,dissection
13_1_0197,dissection
13_1_0198,dissection
13_1_0199,dissection
13_1_0200,dissection
13_1_0201,dissection
13_1_0202,dissection
13_1_0203,dissection
13_1_0204,dissection
13_1_0205,dissection
13_1_0206,dissection
13_1_0207,dissection
13_1_0211,closure
13_1_0212,closure
13_1_0213,closure
13_1_0214,closure
13_1_0215,closure
13_1_0216,closure
13_1_0217,closure
13_1_0218,closure
13_1_0219,closure
13_1_0220,closure
13_1_0221,closure
13_1_0222,closure
13_1_0223,closure
13_1_0224,closure
13_1_0225,closure
13_1_0226,closure
13_1_0227,closure
13_1_0228,closure
13_1_0235,dissection
13_1_0236,dissection
13_1_0237,dissection
13_1_0238,dissection
13_1_0239,dissection
13_1_0242,incision
13_1_0243,incision
13_1_0244,incision
13_1_0245,incision
13_1_0246,incision
13_1_0247,incision
13_1_0248,incision
13_1_0249,incision
13_1_0250,incision
13_1_0251,incision
13_1_0252,incision
13_1_0253,incision
13_1_0256,dissection
13_1_0257,dissection
13_1_0258,dissection
13_1_0259,dissection
13_1_0261,hemostasis
13_1_0262,hemostasis
13_1_0263,hemostasis
13_1_0264,hemostasis
13_1_0265,hemostasis
13_1_0266,hemostasis
13_1_0267,dissection
13_1_0268,dissection
13_1_0269,dissection
13_1_0275,incision
13_1_0276,incision
13_1_0277,incision
13_1_0278,incision
13_1_0279,incision
13_1_0280,incision
13_1_0281,incision
13_1_0284,dissection
13_1_0285,dissection
13_1_0286,dissection
13_1_0287,dissection
13_1_0288,dissection
13_1_0293,hemostasis
13_1_0294,hemostasis
13_1_0295,hemostasis
13_1_0296,hemostasis
13_1_0297,hemostasis
13_1_0298,hemostasis
13_1_0299,hemostasis
13_1_0300,hemostasis
13_1_0301,hemostasis
13_1_0308,closure
13_1_0309,closure
13_1_0310,closure
13_1_0311,closure
13_1_0312,closure
13_1_0313,closure
13_1_0314,closure
13_1_0315,closure
13_1_0316,closure
13_1_0317,closure
13_1_0318,closure
13_1_0319,closure
13_1_0327,incision
13_1_0328,incision
13_1_0329,incision
13_1_0330,incision
13_1_0331,incision
13_1_0332,incision
13_1_0333,incision
13_1_0334,incision
13_1_0337,dissection
13_1_0338,dissection
13_1_0339,dissection
13_1_0340,dissection
13_1_0341,dissection
13_1_0342,dissection
13_1_0343,dissection
13_1_0344,dissection
13_1_0345,dissection
13_1_0346,dissection
13_1_0347,dissection
13_1_0348,dissection
13_1_0349,dissection
13_1_0350,dissection
13_1_0351,dissection
