Frame,Phase
12_1_0001,anesthesia
12_1_0002,anesthesia
12_1_0003,anesthesia
12_1_0004,anesthesia
12_1_0005,anesthesia
12_1_0006,anesthesia
12_1_0007,anesthesia
12_1_0008,anesthesia
12_1_0009,anesthesia
12_1_0010,anesthesia
12_1_0011,anesthesia
12_1_0012,anesthesia
12_1_0013,anesthesia
12_1_0014,anesthesia
12_1_0026,anesthesia
12_1_0027,anesthesia
12_1_0028,anesthesia
12_1_0029,anesthesia
12_1_0030,anesthesia
12_1_0031,anesthesia
12_1_0032,anesthesia
12_1_0033,anesthesia
12_1_0034,anesthesia
12_1_0035,anesthesia
12_1_0036,anesthesia
12_1_0037,anesthesia
12_1_0038,anesthesia
12_1_0084,incision
12_1_0085,incision
12_1_0086,incision
12_1_0087,incision
12_1_0088,incision
12_1_0089,incision
12_1_0090,incision
12_1_0091,incision
12_1_0092,incision
12_1_0093,incision
12_1_0094,incision
12_1_0095,incision
12_1_0096,incision
12_1_0097,incision
12_1_0152,dissection
12_1_0153,dissection
12_1_0162,closure
12_1_0163,closure
12_1_0164,closure
12_1_0165,closure
12_1_0166,closure
12_1_0167,closure
12_1_0168,closure
12_1_0169,closure
12_1_0170,closure
12_1_0171,closure
12_1_0172,closure
12_1_0196,dissection
12_1_0197,dissection
12_1_0198,dissection
12_1_0199,dissection
12_1_0200,dissection
12_1_0201,dissection
12_1_0202,dissection
12_1_0203,dissection
12_1_0204,dissection
12_1_0205,dissection
12_1_0206,dissection
12_1_0207,dissection
12_1_0208,dissection
12_1_0209,dissection
12_1_0210,dissection
12_1_0211,dissection
12_1_0212,dissection
12_1_0213,dissection
12_1_0214,dissection
12_1_0215,dissection
12_1_0218,dissection
12_1_0219,dissection
12_1_0220,dissection
12_1_0221,dissection
12_1_0222,dissection
12_1_0223,dissection
12_1_0224,dissection
12_1_0225,dissection
12_1_0226,dissection
12_1_0227,dissection
12_1_0234,closure
12_1_0235,closure
12_1_0236,closure
12_1_0237,closure
12_1_0238,closure
12_1_0239,closure
12_1_0240,closure
12_1_0241,closure
12_1_0242,closure
12_1_0243,closure
12_1_0244,closure
12_1_0245,closure
12_1_0246,closure
12_1_0247,closure
12_1_0248,closure
12_1_0249,closure
12_1_0250,closure
12_1_0251,closure
12_1_0252,closure
12_1_0273,incision
12_1_0274,incision
12_1_0275,incision
12_1_0276,incision
12_1_0277,incision
12_1_0278,incision
12_1_0279,incision
12_1_0280,incision
12_1_0281,incision
12_1_0282,incision
12_1_0283,incision
12_1_0284,incision
12_1_0285,incision
12_1_0286,incision
12_1_0287,incision
12_1_0288,incision
12_1_0289,incision
12_1_0290,incision
12_1_0291,incision
12_1_0292,incision
12_1_0293,incision
12_1_0294,incision
12_1_0295,incision
12_1_0296,incision
12_1_0297,incision
12_1_0298,incision
12_1_0299,incision
12_1_0300,incision
12_1_0301,incision
12_1_0302,incision
12_1_0303,incision
12_1_0304,incision
12_1_0305,incision
12_1_0306,incision
12_1_0307,incision
12_1_0308,incision
12_1_0309,incision
12_1_0310,incision
12_1_0311,incision
12_1_0312,incision
12_1_0317,dissection
12_1_0318,dissection
12_1_0319,dissection
12_1_0320,dissection
12_1_0321,dissection
12_1_0322,dissection
12_1_0323,dissection
12_1_0324,dissection
12_1_0325,dissection
12_1_0326,dissection
12_1_0327,dissection
12_1_0328,dissection
12_1_0329,dissection
12_1_0330,dissection
12_1_0331,dissection
12_1_0332,dissection
12_1_0333,dissection
12_1_0334,dissection
12_1_0335,dissection
12_1_0336,dissection
12_1_0337,dissection
12_1_0338,dissection
12_1_0339,dissection
12_1_0340,dissection
12_1_0345,closure
12_1_0346,closure
12_1_0347,closure
12_1_0348,closure
12_1_0349,closure
12_1_0350,closure
12_1_0351,closure
12_1_0352,closure
12_1_0359,closure
12_1_0360,closure
12_1_0361,closure
12_1_0378,dissection
12_1_0379,dissection
12_1_0380,dissection
12_1_0381,dissection
12_1_0382,dissection
12_1_0383,dissection
12_1_0384,dissection
12_1_0385,dissection
12_1_0386,dissection
12_1_0387,dissection
12_1_0388,dissection
12_1_0389,dissection
12_1_0390,dissection
12_1_0391,dissection
12_1_0392,dissection
12_1_0393,dissection
12_1_0394,dissection
12_1_0395,dissection
12_1_0396,dissection
12_1_0397,dissection
12_1_0398,dissection
12_1_0399,dissection
12_1_0400,dissection
12_1_0408,incision
12_1_0409,incision
12_1_0410,incision
12_1_0411,incision
12_1_0412,incision
12_1_0413,incision
12_1_0414,incision
12_1_0415,incision
12_1_0416,incision
12_1_0417,incision
12_1_0418,incision
12_1_0419,incision
12_1_0420,incision
12_1_0421,incision
12_1_0422,incision
12_1_0423,incision
12_1_0424,incision
12_1_0425,incision
12_1_0426,incision
12_1_0427,incision
12_1_0428,incision
12_1_0429,incision
12_1_0430,incision
12_1_0431,incision
12_1_0432,incision
12_1_0433,incision
12_1_0434,incision
12_1_0435,incision
12_1_0436,incision
12_1_0437,incision
12_1_0438,incision
12_1_0439,incision
12_1_0440,incision
12_1_0441,incision
12_1_0442,incision
12_1_0443,incision
12_1_0444,incision
12_1_0445,incision
12_1_0446,incision
12_1_0447,incision
12_1_0448,incision
12_1_0449,incision
12_1_0450,incision
12_1_0451,incision
12_1_0452,incision
12_1_0456,dissection
12_1_0457,dissection
12_1_0458,dissection
12_1_0459,dissection
12_1_0460,dissection
12_1_0461,dissection
12_1_0462,dissection
12_1_0463,dissection
12_1_0464,dissection
12_1_0465,dissection
12_1_0466,dissection
12_1_0467,dissection
12_1_0468,dissection
12_1_0469,dissection
12_1_0470,dissection
12_1_0471,dissection
12_1_0473,dissection
12_1_0474,dissection
12_1_0475,dissection
12_1_0476,dissection
12_1_0477,dissection
12_1_0478,dissection
12_1_0479,dissection
12_1_0480,dissection
12_1_0481,dissection
12_1_0482,dissection
12_1_0483,dissection
12_1_0485,dissection
12_1_0486,dissection
12_1_0487,dissection
12_1_0488,dissection
12_1_0489,dissection
12_1_0490,dissection
12_1_0491,dissection
12_1_0492,dissection
12_1_0493,dissection
12_1_0494,dissection
12_1_0495,dissection
12_1_0496,dissection
12_1_0497,dissection
12_1_0498,dissection
12_1_0499,dissection
12_1_0500,dissection
12_1_0501,dissection
12_1_0502,dissection
12_1_0503,dissection
12_1_0504,dissection
12_1_0505,dissection
12_1_0506,dissection
12_1_0507,dissection
12_1_0508,dissection
12_1_0509,dissection
12_1_0510,dissection
12_1_0511,dissection
12_1_0512,dissection
12_1_0513,dissection
12_1_0514,dissection
12_1_0515,dissection
12_1_0516,dissection
12_1_0517,dissection
12_1_0518,dissection
12_1_0519,dissection
12_1_0520,dissection
12_1_0521,dissection
12_1_0522,dissection
12_1_0523,dissection
12_1_0524,dissection
12_1_0525,dissection
12_1_0526,dissection
12_1_0527,dissection
12_1_0528,dissection
12_1_0529,dissection
12_1_0530,dissection
12_1_0531,dissection
12_1_0532,dissection
12_1_0533,dissection
12_1_0534,dissection
12_1_0535,dissection
12_1_0536,dissection
12_1_0537,dissection
12_1_0538,dissection
12_1_0539,dissection
12_1_0540,dissection
12_1_0541,dissection
12_1_0542,dissection
12_1_0543,dissection
12_1_0544,dissection
12_1_0545,dissection
12_1_0546,dissection
12_1_0547,dissection
12_1_0548,dissection
12_1_0549,dissection
12_1_0550,dissection
12_1_0551,dissection
12_1_0552,dissection
12_1_0553,dissection
12_1_0554,dissection
12_1_0555,dissection
12_1_0556,dissection
12_1_0572,hemostasis
12_1_0573,hemostasis
12_1_0574,hemostasis
12_1_0575,hemostasis
12_1_0576,hemostasis
12_1_0577,hemostasis
12_1_0578,hemostasis
12_1_0580,hemostasis
12_1_0584,hemostasis
12_1_0585,hemostasis
12_1_0586,hemostasis
12_1_0587,hemostasis
12_1_0588,hemostasis
12_1_0589,hemostasis
12_1_0590,hemostasis
12_1_0591,hemostasis
12_1_0592,hemostasis
12_1_0593,hemostasis
12_1_0594,hemostasis
12_1_0595,hemostasis
12_1_0596,hemostasis
12_1_0610,closure
12_1_0611,closure
12_1_0612,closure
12_1_0613,closure
12_1_0614,closure
12_1_0615,closure
12_1_0616,closure
12_1_0617,closure
12_1_0618,closure
12_1_0619,closure
12_1_0620,closure
12_1_0621,closure
12_1_0622,closure
12_1_0623,closure
12_1_0624,closure
12_1_0625,closure
12_1_0626,closure
12_1_0627,closure
12_1_0628,closure
12_1_0629,closure
12_1_0630,closure
12_1_0631,closure
12_1_0632,closure
12_1_0633,closure
12_1_0634,closure
12_1_0635,closure
12_1_0636,closure
12_1_0637,closure
12_1_0638,closure
12_1_0639,closure
12_1_0640,closure
12_1_0641,closure
12_1_0642,closure
12_1_0643,closure
12_1_0644,closure
12_1_0645,closure
12_1_0646,closure
12_1_0647,closure
12_1_0648,closure
12_1_0649,closure
12_1_0650,closure
12_1_0651,closure
12_1_0652,closure
12_1_0653,closure
12_1_0654,closure
12_1_0655,closure
12_1_0657,closure
12_1_0658,closure
12_1_0659,closure
12_1_0660,closure
12_1_0661,closure
12_1_0662,closure
12_1_0663,closure
12_1_0664,closure
12_1_0666,closure
12_1_0667,closure
12_1_0668,closure
12_1_0669,closure
12_1_0670,closure
12_1_0671,closure
12_1_0672,closure
12_1_0673,closure
12_1_0674,closure
12_1_0675,closure
12_1_0676,closure
12_1_0677,closure
12_1_0678,closure
12_1_0679,closure
12_1_0680,closure
12_1_0681,closure
12_1_0682,closure
12_1_0683,closure
12_1_0684,closure
12_1_0685,closure
12_1_0686,closure
12_1_0687,closure
12_1_0688,closure
12_1_0689,closure
12_1_0690,closure
12_1_0691,closure
12_1_0692,closure
12_1_0693,closure
12_1_0694,closure
12_1_0814,irrigation
12_1_0815,irrigation
12_1_0816,irrigation
12_1_0817,irrigation
12_1_0818,irrigation
12_1_0819,irrigation
12_1_0820,irrigation
12_1_0821,irrigation
12_1_0822,irrigation
12_1_0823,irrigation
12_1_0824,irrigation
12_1_0825,irrigation
12_1_0826,irrigation
12_1_0827,irrigation
12_1_0828,irrigation
12_1_0829,irrigation
12_1_0830,irrigation
12_1_0831,irrigation
12_1_0832,irrigation
12_1_0833,irrigation
12_1_0834,irrigation
12_1_0835,irrigation
12_1_0836,irrigation
12_1_0837,irrigation
12_1_0838,irrigation
12_1_0840,irrigation
12_1_0841,irrigation
12_1_0842,irrigation
12_1_0849,closure
12_1_0850,closure
12_1_0851,closure
12_1_0852,closure
12_1_1021,closure
12_1_1022,closure
12_1_1023,closure
12_1_1024,closure
12_1_1025,closure
12_1_1026,closure
12_1_1027,closure
12_1_1028,closure
12_1_1029,closure
12_1_1030,closure
12_1_1031,closure
12_1_1032,closure
12_1_1033,closure
12_1_1034,closure
12_1_1035,closure
12_1_1036,closure
12_1_1037,closure
12_1_1038,closure
12_1_1039,closure
12_1_1040,closure
12_1_1041,closure
12_1_1042,closure
12_1_1043,closure
12_1_1044,closure
12_1_1045,closure
12_1_1125,closure
12_1_1126,closure
12_1_1127,closure
12_1_1128,closure
12_1_1129,closure
12_1_1130,closure
12_1_1131,closure
12_1_1132,closure
12_1_1133,closure
12_1_1134,closure
12_1_1135,closure
12_1_1136,closure
12_1_1137,closure
12_1_1138,closure
12_1_1150,closure
12_1_1151,closure
12_1_1152,closure
12_1_1153,closure
12_1_1154,closure
12_1_1155,closure
12_1_1156,closure
12_1_1157,closure
12_1_1158,closure
12_1_1159,closure
12_1_1166,closure
12_1_1167,closure
12_1_1168,closure
12_1_1169,closure
12_1_1170,closure
12_1_1171,closure
12_1_1172,closure
12_1_1173,closure
12_1_1174,closure
12_1_1175,closure
12_1_1176,closure
12_1_1177,closure
12_1_1178,closure
12_1_1179,closure
12_1_1180,closure
12_1_1181,closure
12_1_1182,closure
12_1_1183,closure
12_1_1184,closure
12_1_1185,closure
12_1_1186,closure
12_1_1187,closure
12_1_1300,closure
12_1_1301,closure
12_1_1302,closure
12_1_1303,closure
12_1_1304,closure
12_1_1305,closure
12_1_1306,closure
12_1_1307,closure
12_1_1308,closure
12_1_1309,closure
12_1_1310,closure
12_1_1311,closure
12_1_1312,closure
12_1_1313,closure
12_1_1314,closure
12_1_1315,closure
12_1_1316,closure
12_1_1318,closure
12_1_1319,closure
12_1_1320,closure
12_1_1321,closure
12_1_1322,closure
12_1_1323,closure
12_1_1324,closure
12_1_1325,closure
12_1_1326,closure
12_1_1327,closure
12_1_1328,closure
12_1_1329,closure
12_1_1330,closure
12_1_1331,closure
12_1_1332,closure
12_1_1333,closure
12_1_1334,closure
12_1_1588,closure
12_1_1589,closure
12_1_1590,closure
12_1_1591,closure
12_1_1592,closure
12_1_1593,closure
12_1_1594,closure
12_1_1595,closure
12_1_1596,closure
12_1_1597,closure
12_1_1598,closure
12_1_1599,closure
12_1_1600,closure
12_1_1601,closure
12_1_1602,closure
12_1_1603,closure
12_1_1604,closure
12_1_1605,closure
12_1_1606,closure
12_1_1607,closure
12_1_1608,closure
12_1_1609,closure
12_1_1610,closure
12_1_1611,closure
12_1_1612,closure
12_1_1613,closure
12_1_1614,closure
12_1_1615,closure
12_1_1620,closure
12_1_1621,closure
12_1_1622,closure
12_1_1623,closure
12_1_1624,closure
