Frame,Phase
06_1_0001,disinfection
06_1_0002,disinfection
06_1_0003,disinfection
06_1_0004,disinfection
06_1_0005,disinfection
06_1_0006,disinfection
06_1_0007,disinfection
06_1_0008,disinfection
06_1_0009,disinfection
06_1_0010,disinfection
06_1_0011,disinfection
06_1_0233,design
06_1_0234,design
06_1_0235,design
06_1_0236,design
06_1_0237,design
06_1_0238,design
06_1_0239,design
06_1_0240,design
06_1_0241,design
06_1_0242,design
06_1_0243,design
06_1_0244,design
06_1_0245,design
06_1_0246,design
06_1_0247,design
06_1_0248,design
06_1_0249,design
06_1_0250,design
06_1_0251,design
06_1_0252,design
06_1_0253,design
06_1_0254,design
06_1_0255,design
06_1_0256,design
06_1_0257,design
06_1_0258,design
06_1_0259,design
06_1_0260,design
06_1_0261,design
06_1_0262,design
06_1_0287,anesthesia
06_1_0288,anesthesia
06_1_0289,anesthesia
06_1_0290,anesthesia
06_1_0291,anesthesia
06_1_0292,anesthesia
06_1_0293,anesthesia
06_1_0294,anesthesia
06_1_0295,anesthesia
06_1_0296,anesthesia
06_1_0297,anesthesia
06_1_0298,anesthesia
06_1_0299,anesthesia
06_1_0300,anesthesia
06_1_0301,anesthesia
06_1_0302,anesthesia
06_1_0303,anesthesia
06_1_0304,anesthesia
06_1_0305,anesthesia
06_1_0306,anesthesia
06_1_0307,anesthesia
06_1_0308,anesthesia
06_1_0309,anesthesia
06_1_0310,anesthesia
06_1_0311,anesthesia
06_1_0312,anesthesia
06_1_0313,anesthesia
06_1_0314,anesthesia
06_1_0358,incision
06_1_0359,incision
06_1_0360,incision
06_1_0361,incision
06_1_0362,incision
06_1_0363,incision
06_1_0364,incision
06_1_0365,incision
06_1_0366,incision
06_1_0367,incision
06_1_0368,incision
06_1_0369,incision
06_1_0370,incision
06_1_0371,incision
06_1_0372,incision
06_1_0373,incision
06_1_0374,incision
06_1_0375,incision
06_1_0376,incision
06_1_0377,incision
06_1_0378,incision
06_1_0380,dissection
06_1_0381,dissection
06_1_0382,dissection
06_1_0383,dissection
06_1_0384,dissection
06_1_0385,dissection
06_1_0386,dissection
06_1_0387,dissection
06_1_0388,dissection
06_1_0389,dissection
06_1_0390,dissection
06_1_0391,dissection
06_1_0392,dissection
06_1_0393,dissection
06_1_0394,dissection
06_1_0395,dissection
06_1_0396,dissection
06_1_0397,dissection
06_1_0398,dissection
06_1_0399,dissection
06_1_0400,dissection
06_1_0401,dissection
06_1_0402,dissection
06_1_0403,dissection
06_1_0404,dissection
